date,torta soffice,isPartial
2018-01-07,12,False
2018-01-14,18,False
2018-01-21,12,False
2018-01-28,21,False
2018-02-04,26,False
2018-02-11,6,False
2018-02-18,31,False
2018-02-25,30,False
2018-03-04,23,False
2018-03-11,14,False
2018-03-18,23,False
2018-03-25,21,False
2018-04-01,9,False
2018-04-08,18,False
2018-04-15,21,False
2018-04-22,16,False
2018-04-29,17,False
2018-05-06,6,False
2018-05-13,15,False
2018-05-20,18,False
2018-05-27,18,False
2018-06-03,15,False
2018-06-10,0,False
2018-06-17,14,False
2018-06-24,12,False
2018-07-01,11,False
2018-07-08,6,False
2018-07-15,0,False
2018-07-22,11,False
2018-07-29,6,False
2018-08-05,12,False
2018-08-12,19,False
2018-08-19,18,False
2018-08-26,0,False
2018-09-02,17,False
2018-09-09,6,False
2018-09-16,11,False
2018-09-23,25,False
2018-09-30,18,False
2018-10-07,15,False
2018-10-14,33,False
2018-10-21,29,False
2018-10-28,26,False
2018-11-04,32,False
2018-11-11,24,False
2018-11-18,32,False
2018-11-25,27,False
2018-12-02,27,False
2018-12-09,18,False
2018-12-16,16,False
2018-12-23,7,False
2018-12-30,10,False
2019-01-06,19,False
2019-01-13,21,False
2019-01-20,20,False
2019-01-27,39,False
2019-02-03,17,False
2019-02-10,15,False
2019-02-17,33,False
2019-02-24,21,False
2019-03-03,24,False
2019-03-10,26,False
2019-03-17,24,False
2019-03-24,9,False
2019-03-31,35,False
2019-04-07,18,False
2019-04-14,6,False
2019-04-21,15,False
2019-04-28,23,False
2019-05-05,31,False
2019-05-12,19,False
2019-05-19,28,False
2019-05-26,29,False
2019-06-02,12,False
2019-06-09,9,False
2019-06-16,6,False
2019-06-23,6,False
2019-06-30,6,False
2019-07-07,11,False
2019-07-14,6,False
2019-07-21,12,False
2019-07-28,6,False
2019-08-04,21,False
2019-08-11,6,False
2019-08-18,6,False
2019-08-25,8,False
2019-09-01,24,False
2019-09-08,8,False
2019-09-15,17,False
2019-09-22,24,False
2019-09-29,8,False
2019-10-06,25,False
2019-10-13,14,False
2019-10-20,21,False
2019-10-27,21,False
2019-11-03,31,False
2019-11-10,29,False
2019-11-17,31,False
2019-11-24,21,False
2019-12-01,22,False
2019-12-08,22,False
2019-12-15,17,False
2019-12-22,13,False
2019-12-29,24,False
2020-01-05,11,False
2020-01-12,20,False
2020-01-19,21,False
2020-01-26,40,False
2020-02-02,15,False
2020-02-09,13,False
2020-02-16,16,False
2020-02-23,17,False
2020-03-01,26,False
2020-03-08,41,False
2020-03-15,60,False
2020-03-22,100,False
2020-03-29,48,False
2020-04-05,32,False
2020-04-12,48,False
2020-04-19,41,False
2020-04-26,38,True
