date,torta soffice,isPartial
2018-01-07,23,False
2018-01-14,35,False
2018-01-21,48,False
2018-01-28,95,False
2018-02-04,35,False
2018-02-11,48,False
2018-02-18,56,False
2018-02-25,54,False
2018-03-04,36,False
2018-03-11,23,False
2018-03-18,46,False
2018-03-25,0,False
2018-04-01,25,False
2018-04-08,37,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,24,False
2018-05-27,24,False
2018-06-03,23,False
2018-06-10,44,False
2018-06-17,0,False
2018-06-24,24,False
2018-07-01,24,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,24,False
2018-07-29,24,False
2018-08-05,23,False
2018-08-12,41,False
2018-08-19,23,False
2018-08-26,23,False
2018-09-02,47,False
2018-09-09,50,False
2018-09-16,24,False
2018-09-23,0,False
2018-09-30,47,False
2018-10-07,51,False
2018-10-14,39,False
2018-10-21,78,False
2018-10-28,51,False
2018-11-04,62,False
2018-11-11,39,False
2018-11-18,76,False
2018-11-25,25,False
2018-12-02,26,False
2018-12-09,39,False
2018-12-16,55,False
2018-12-23,29,False
2018-12-30,25,False
2019-01-06,49,False
2019-01-13,50,False
2019-01-20,47,False
2019-01-27,48,False
2019-02-03,48,False
2019-02-10,48,False
2019-02-17,25,False
2019-02-24,50,False
2019-03-03,52,False
2019-03-10,52,False
2019-03-17,40,False
2019-03-24,26,False
2019-03-31,39,False
2019-04-07,91,False
2019-04-14,27,False
2019-04-21,27,False
2019-04-28,25,False
2019-05-05,0,False
2019-05-12,25,False
2019-05-19,0,False
2019-05-26,23,False
2019-06-02,26,False
2019-06-09,0,False
2019-06-16,52,False
2019-06-23,0,False
2019-06-30,26,False
2019-07-07,24,False
2019-07-14,74,False
2019-07-21,0,False
2019-07-28,24,False
2019-08-04,24,False
2019-08-11,23,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,45,False
2019-09-08,95,False
2019-09-15,34,False
2019-09-22,23,False
2019-09-29,34,False
2019-10-06,23,False
2019-10-13,35,False
2019-10-20,22,False
2019-10-27,45,False
2019-11-03,84,False
2019-11-10,42,False
2019-11-17,22,False
2019-11-24,43,False
2019-12-01,44,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,23,False
2020-01-05,0,False
2020-01-12,20,False
2020-01-19,41,False
2020-01-26,51,False
2020-02-02,49,False
2020-02-09,62,False
2020-02-16,21,False
2020-02-23,19,False
2020-03-01,58,False
2020-03-08,18,False
2020-03-15,100,False
2020-03-22,85,False
2020-03-29,98,False
2020-04-05,48,False
2020-04-12,38,False
2020-04-19,53,False
2020-04-26,32,True
