date,torta soffice,isPartial
2018-01-07,20,False
2018-01-14,21,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,39,False
2018-02-11,49,False
2018-02-18,30,False
2018-02-25,19,False
2018-03-04,49,False
2018-03-11,48,False
2018-03-18,41,False
2018-03-25,40,False
2018-04-01,20,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,62,False
2018-04-29,0,False
2018-05-06,20,False
2018-05-13,0,False
2018-05-20,30,False
2018-05-27,39,False
2018-06-03,0,False
2018-06-10,19,False
2018-06-17,0,False
2018-06-24,19,False
2018-07-01,37,False
2018-07-08,18,False
2018-07-15,18,False
2018-07-22,18,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,19,False
2018-08-26,19,False
2018-09-02,19,False
2018-09-09,0,False
2018-09-16,39,False
2018-09-23,20,False
2018-09-30,20,False
2018-10-07,60,False
2018-10-14,42,False
2018-10-21,61,False
2018-10-28,58,False
2018-11-04,58,False
2018-11-11,42,False
2018-11-18,40,False
2018-11-25,31,False
2018-12-02,42,False
2018-12-09,64,False
2018-12-16,32,False
2018-12-23,0,False
2018-12-30,22,False
2019-01-06,21,False
2019-01-13,79,False
2019-01-20,56,False
2019-01-27,27,False
2019-02-03,19,False
2019-02-10,19,False
2019-02-17,30,False
2019-02-24,29,False
2019-03-03,19,False
2019-03-10,38,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,28,False
2019-04-07,38,False
2019-04-14,38,False
2019-04-21,26,False
2019-04-28,36,False
2019-05-05,54,False
2019-05-12,55,False
2019-05-19,18,False
2019-05-26,52,False
2019-06-02,0,False
2019-06-09,62,False
2019-06-16,36,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,17,False
2019-07-14,0,False
2019-07-21,53,False
2019-07-28,18,False
2019-08-04,34,False
2019-08-11,17,False
2019-08-18,17,False
2019-08-25,17,False
2019-09-01,17,False
2019-09-08,27,False
2019-09-15,17,False
2019-09-22,17,False
2019-09-29,17,False
2019-10-06,44,False
2019-10-13,17,False
2019-10-20,24,False
2019-10-27,68,False
2019-11-03,58,False
2019-11-10,69,False
2019-11-17,24,False
2019-11-24,17,False
2019-12-01,52,False
2019-12-08,18,False
2019-12-15,27,False
2019-12-22,21,False
2019-12-29,20,False
2020-01-05,18,False
2020-01-12,25,False
2020-01-19,26,False
2020-01-26,26,False
2020-02-02,34,False
2020-02-09,26,False
2020-02-16,17,False
2020-02-23,32,False
2020-03-01,32,False
2020-03-08,74,False
2020-03-15,100,False
2020-03-22,71,False
2020-03-29,59,False
2020-04-05,30,False
2020-04-12,23,False
2020-04-19,87,False
2020-04-26,75,True
