date,parrucchiere,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,23,False
2018-01-28,11,False
2018-02-04,0,False
2018-02-11,23,False
2018-02-18,0,False
2018-02-25,40,False
2018-03-04,22,False
2018-03-11,22,False
2018-03-18,0,False
2018-03-25,23,False
2018-04-01,12,False
2018-04-08,23,False
2018-04-15,46,False
2018-04-22,12,False
2018-04-29,23,False
2018-05-06,22,False
2018-05-13,23,False
2018-05-20,22,False
2018-05-27,47,False
2018-06-03,12,False
2018-06-10,11,False
2018-06-17,11,False
2018-06-24,68,False
2018-07-01,0,False
2018-07-08,55,False
2018-07-15,11,False
2018-07-22,0,False
2018-07-29,31,False
2018-08-05,31,False
2018-08-12,10,False
2018-08-19,10,False
2018-08-26,63,False
2018-09-02,0,False
2018-09-09,11,False
2018-09-16,33,False
2018-09-23,11,False
2018-09-30,22,False
2018-10-07,36,False
2018-10-14,11,False
2018-10-21,11,False
2018-10-28,22,False
2018-11-04,11,False
2018-11-11,46,False
2018-11-18,44,False
2018-11-25,11,False
2018-12-02,11,False
2018-12-09,77,False
2018-12-16,12,False
2018-12-23,34,False
2018-12-30,21,False
2019-01-06,20,False
2019-01-13,21,False
2019-01-20,20,False
2019-01-27,43,False
2019-02-03,42,False
2019-02-10,21,False
2019-02-17,11,False
2019-02-24,21,False
2019-03-03,23,False
2019-03-10,0,False
2019-03-17,23,False
2019-03-24,22,False
2019-03-31,11,False
2019-04-07,54,False
2019-04-14,69,False
2019-04-21,34,False
2019-04-28,32,False
2019-05-05,100,False
2019-05-12,11,False
2019-05-19,33,False
2019-05-26,21,False
2019-06-02,0,False
2019-06-09,23,False
2019-06-16,35,False
2019-06-23,46,False
2019-06-30,12,False
2019-07-07,22,False
2019-07-14,11,False
2019-07-21,22,False
2019-07-28,22,False
2019-08-04,31,False
2019-08-11,10,False
2019-08-18,37,False
2019-08-25,55,False
2019-09-01,10,False
2019-09-08,31,False
2019-09-15,30,False
2019-09-22,51,False
2019-09-29,21,False
2019-10-06,0,False
2019-10-13,21,False
2019-10-20,21,False
2019-10-27,20,False
2019-11-03,29,False
2019-11-10,20,False
2019-11-17,21,False
2019-11-24,10,False
2019-12-01,31,False
2019-12-08,42,False
2019-12-15,31,False
2019-12-22,20,False
2019-12-29,39,False
2020-01-05,39,False
2020-01-12,19,False
2020-01-19,49,False
2020-01-26,19,False
2020-02-02,9,False
2020-02-09,0,False
2020-02-16,19,False
2020-02-23,18,False
2020-03-01,18,False
2020-03-08,17,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,7,False
2020-04-05,8,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,27,True
