date,Kompostieranlage,isPartial
2018-01-07,0,False
2018-01-14,21,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,23,False
2018-02-11,0,False
2018-02-18,22,False
2018-02-25,22,False
2018-03-04,44,False
2018-03-11,0,False
2018-03-18,44,False
2018-03-25,23,False
2018-04-01,48,False
2018-04-08,35,False
2018-04-15,24,False
2018-04-22,61,False
2018-04-29,48,False
2018-05-06,73,False
2018-05-13,31,False
2018-05-20,47,False
2018-05-27,45,False
2018-06-03,34,False
2018-06-10,22,False
2018-06-17,22,False
2018-06-24,44,False
2018-07-01,66,False
2018-07-08,22,False
2018-07-15,24,False
2018-07-22,57,False
2018-07-29,46,False
2018-08-05,0,False
2018-08-12,34,False
2018-08-19,44,False
2018-08-26,23,False
2018-09-02,23,False
2018-09-09,45,False
2018-09-16,23,False
2018-09-23,22,False
2018-09-30,30,False
2018-10-07,0,False
2018-10-14,45,False
2018-10-21,23,False
2018-10-28,45,False
2018-11-04,22,False
2018-11-11,22,False
2018-11-18,21,False
2018-11-25,22,False
2018-12-02,0,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,20,False
2019-01-20,0,False
2019-01-27,20,False
2019-02-03,21,False
2019-02-10,20,False
2019-02-17,31,False
2019-02-24,0,False
2019-03-03,30,False
2019-03-10,20,False
2019-03-17,21,False
2019-03-24,55,False
2019-03-31,44,False
2019-04-07,71,False
2019-04-14,69,False
2019-04-21,29,False
2019-04-28,34,False
2019-05-05,20,False
2019-05-12,21,False
2019-05-19,20,False
2019-05-26,34,False
2019-06-02,41,False
2019-06-09,51,False
2019-06-16,31,False
2019-06-23,21,False
2019-06-30,21,False
2019-07-07,21,False
2019-07-14,21,False
2019-07-21,37,False
2019-07-28,27,False
2019-08-04,34,False
2019-08-11,39,False
2019-08-18,20,False
2019-08-25,20,False
2019-09-01,20,False
2019-09-08,100,False
2019-09-15,0,False
2019-09-22,33,False
2019-09-29,29,False
2019-10-06,55,False
2019-10-13,33,False
2019-10-20,29,False
2019-10-27,50,False
2019-11-03,18,False
2019-11-10,0,False
2019-11-17,18,False
2019-11-24,18,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,19,False
2019-12-22,0,False
2019-12-29,19,False
2020-01-05,18,False
2020-01-12,35,False
2020-01-19,0,False
2020-01-26,35,False
2020-02-02,18,False
2020-02-09,0,False
2020-02-16,17,False
2020-02-23,25,False
2020-03-01,51,False
2020-03-08,49,False
2020-03-15,69,False
2020-03-22,49,False
2020-03-29,34,False
2020-04-05,44,False
2020-04-12,37,False
2020-04-19,56,False
2020-04-26,45,False
2020-05-03,51,False
2020-05-10,16,False
