date,Kompostieranlage,isPartial
2018-01-07,24,False
2018-01-14,24,False
2018-01-21,0,False
2018-01-28,23,False
2018-02-04,0,False
2018-02-11,24,False
2018-02-18,0,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,35,False
2018-03-18,0,False
2018-03-25,26,False
2018-04-01,26,False
2018-04-08,50,False
2018-04-15,79,False
2018-04-22,25,False
2018-04-29,39,False
2018-05-06,34,False
2018-05-13,25,False
2018-05-20,25,False
2018-05-27,64,False
2018-06-03,76,False
2018-06-10,41,False
2018-06-17,25,False
2018-06-24,39,False
2018-07-01,26,False
2018-07-08,26,False
2018-07-15,26,False
2018-07-22,27,False
2018-07-29,0,False
2018-08-05,50,False
2018-08-12,34,False
2018-08-19,100,False
2018-08-26,36,False
2018-09-02,36,False
2018-09-09,36,False
2018-09-16,41,False
2018-09-23,25,False
2018-09-30,66,False
2018-10-07,25,False
2018-10-14,61,False
2018-10-21,0,False
2018-10-28,24,False
2018-11-04,0,False
2018-11-11,24,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,0,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,30,False
2018-12-30,27,False
2019-01-06,0,False
2019-01-13,24,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,24,False
2019-02-10,31,False
2019-02-17,48,False
2019-02-24,40,False
2019-03-03,24,False
2019-03-10,0,False
2019-03-17,49,False
2019-03-24,48,False
2019-03-31,48,False
2019-04-07,36,False
2019-04-14,52,False
2019-04-21,42,False
2019-04-28,37,False
2019-05-05,23,False
2019-05-12,48,False
2019-05-19,47,False
2019-05-26,41,False
2019-06-02,35,False
2019-06-09,0,False
2019-06-16,25,False
2019-06-23,50,False
2019-06-30,0,False
2019-07-07,25,False
2019-07-14,51,False
2019-07-21,40,False
2019-07-28,53,False
2019-08-04,25,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,32,False
2019-09-01,69,False
2019-09-08,24,False
2019-09-15,49,False
2019-09-22,48,False
2019-09-29,33,False
2019-10-06,32,False
2019-10-13,23,False
2019-10-20,45,False
2019-10-27,22,False
2019-11-03,0,False
2019-11-10,33,False
2019-11-17,23,False
2019-11-24,44,False
2019-12-01,22,False
2019-12-08,0,False
2019-12-15,23,False
2019-12-22,27,False
2019-12-29,51,False
2020-01-05,34,False
2020-01-12,0,False
2020-01-19,22,False
2020-01-26,64,False
2020-02-02,43,False
2020-02-09,41,False
2020-02-16,22,False
2020-02-23,32,False
2020-03-01,35,False
2020-03-08,27,False
2020-03-15,66,False
2020-03-22,40,False
2020-03-29,53,False
2020-04-05,54,False
2020-04-12,48,False
2020-04-19,94,False
2020-04-26,47,False
2020-05-03,66,False
2020-05-10,94,False
