date,paysagiste jardin,isPartial
2018-01-07,47,False
2018-01-14,47,False
2018-01-21,0,False
2018-01-28,47,False
2018-02-04,47,False
2018-02-11,0,False
2018-02-18,48,False
2018-02-25,0,False
2018-03-04,47,False
2018-03-11,92,False
2018-03-18,0,False
2018-03-25,91,False
2018-04-01,46,False
2018-04-08,93,False
2018-04-15,0,False
2018-04-22,47,False
2018-04-29,49,False
2018-05-06,50,False
2018-05-13,47,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,45,False
2018-06-17,47,False
2018-06-24,0,False
2018-07-01,47,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,52,False
2018-07-29,79,False
2018-08-05,53,False
2018-08-12,55,False
2018-08-19,79,False
2018-08-26,49,False
2018-09-02,48,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,47,False
2018-09-30,48,False
2018-10-07,48,False
2018-10-14,72,False
2018-10-21,48,False
2018-10-28,47,False
2018-11-04,45,False
2018-11-11,0,False
2018-11-18,89,False
2018-11-25,45,False
2018-12-02,45,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,44,False
2019-01-20,43,False
2019-01-27,43,False
2019-02-03,0,False
2019-02-10,47,False
2019-02-17,48,False
2019-02-24,91,False
2019-03-03,0,False
2019-03-10,45,False
2019-03-17,46,False
2019-03-24,47,False
2019-03-31,45,False
2019-04-07,44,False
2019-04-14,49,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,80,False
2019-05-19,40,False
2019-05-26,40,False
2019-06-02,38,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,43,False
2019-06-30,0,False
2019-07-07,43,False
2019-07-14,0,False
2019-07-21,45,False
2019-07-28,45,False
2019-08-04,49,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,45,False
2019-09-15,90,False
2019-09-22,40,False
2019-09-29,50,False
2019-10-06,37,False
2019-10-13,37,False
2019-10-20,38,False
2019-10-27,38,False
2019-11-03,37,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,71,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,35,False
2020-01-19,0,False
2020-01-26,36,False
2020-02-02,36,False
2020-02-09,35,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,73,False
2020-03-08,34,False
2020-03-15,96,False
2020-03-22,64,False
2020-03-29,32,False
2020-04-05,48,False
2020-04-12,48,False
2020-04-19,32,False
2020-04-26,30,False
2020-05-03,30,False
2020-05-10,32,False
2020-05-17,56,False
2020-05-24,33,False
2020-05-31,32,False
2020-06-07,32,False
2020-06-14,100,False
2020-06-21,0,True
