date,editing video,isPartial
2018-01-07,32,False
2018-01-14,24,False
2018-01-21,23,False
2018-01-28,16,False
2018-02-04,24,False
2018-02-11,31,False
2018-02-18,23,False
2018-02-25,38,False
2018-03-04,29,False
2018-03-11,22,False
2018-03-18,23,False
2018-03-25,24,False
2018-04-01,25,False
2018-04-08,15,False
2018-04-15,31,False
2018-04-22,16,False
2018-04-29,39,False
2018-05-06,31,False
2018-05-13,45,False
2018-05-20,23,False
2018-05-27,8,False
2018-06-03,38,False
2018-06-10,8,False
2018-06-17,16,False
2018-06-24,32,False
2018-07-01,46,False
2018-07-08,24,False
2018-07-15,48,False
2018-07-22,49,False
2018-07-29,17,False
2018-08-05,18,False
2018-08-12,31,False
2018-08-19,41,False
2018-08-26,25,False
2018-09-02,37,False
2018-09-09,29,False
2018-09-16,29,False
2018-09-23,30,False
2018-09-30,22,False
2018-10-07,30,False
2018-10-14,15,False
2018-10-21,44,False
2018-10-28,7,False
2018-11-04,56,False
2018-11-11,15,False
2018-11-18,100,False
2018-11-25,15,False
2018-12-02,30,False
2018-12-09,22,False
2018-12-16,7,False
2018-12-23,35,False
2018-12-30,34,False
2019-01-06,22,False
2019-01-13,14,False
2019-01-20,28,False
2019-01-27,21,False
2019-02-03,36,False
2019-02-10,21,False
2019-02-17,15,False
2019-02-24,7,False
2019-03-03,22,False
2019-03-10,29,False
2019-03-17,15,False
2019-03-24,23,False
2019-03-31,15,False
2019-04-07,37,False
2019-04-14,23,False
2019-04-21,51,False
2019-04-28,15,False
2019-05-05,30,False
2019-05-12,14,False
2019-05-19,7,False
2019-05-26,14,False
2019-06-02,30,False
2019-06-09,30,False
2019-06-16,23,False
2019-06-23,8,False
2019-06-30,23,False
2019-07-07,0,False
2019-07-14,16,False
2019-07-21,24,False
2019-07-28,25,False
2019-08-04,36,False
2019-08-11,10,False
2019-08-18,9,False
2019-08-25,67,False
2019-09-01,29,False
2019-09-08,29,False
2019-09-15,0,False
2019-09-22,7,False
2019-09-29,7,False
2019-10-06,21,False
2019-10-13,28,False
2019-10-20,34,False
2019-10-27,21,False
2019-11-03,33,False
2019-11-10,13,False
2019-11-17,46,False
2019-11-24,20,False
2019-12-01,21,False
2019-12-08,28,False
2019-12-15,7,False
2019-12-22,25,False
2019-12-29,24,False
2020-01-05,14,False
2020-01-12,58,False
2020-01-19,39,False
2020-01-26,6,False
2020-02-02,32,False
2020-02-09,6,False
2020-02-16,13,False
2020-02-23,30,False
2020-03-01,12,False
2020-03-08,18,False
2020-03-15,62,False
2020-03-22,41,False
2020-03-29,24,False
2020-04-05,50,False
2020-04-12,44,False
2020-04-19,54,False
2020-04-26,51,True
