date,editing video,isPartial
2018-01-07,43,False
2018-01-14,51,False
2018-01-21,49,False
2018-01-28,0,False
2018-02-04,58,False
2018-02-11,21,False
2018-02-18,51,False
2018-02-25,20,False
2018-03-04,0,False
2018-03-11,62,False
2018-03-18,63,False
2018-03-25,87,False
2018-04-01,22,False
2018-04-08,21,False
2018-04-15,22,False
2018-04-22,44,False
2018-04-29,32,False
2018-05-06,42,False
2018-05-13,64,False
2018-05-20,0,False
2018-05-27,43,False
2018-06-03,42,False
2018-06-10,21,False
2018-06-17,0,False
2018-06-24,35,False
2018-07-01,23,False
2018-07-08,46,False
2018-07-15,95,False
2018-07-22,24,False
2018-07-29,25,False
2018-08-05,41,False
2018-08-12,0,False
2018-08-19,58,False
2018-08-26,24,False
2018-09-02,0,False
2018-09-09,23,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,23,False
2018-10-14,0,False
2018-10-21,33,False
2018-10-28,44,False
2018-11-04,42,False
2018-11-11,43,False
2018-11-18,41,False
2018-11-25,21,False
2018-12-02,21,False
2018-12-09,22,False
2018-12-16,23,False
2018-12-23,51,False
2018-12-30,23,False
2019-01-06,21,False
2019-01-13,20,False
2019-01-20,29,False
2019-01-27,19,False
2019-02-03,19,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,31,False
2019-03-03,21,False
2019-03-10,41,False
2019-03-17,0,False
2019-03-24,41,False
2019-03-31,20,False
2019-04-07,100,False
2019-04-14,20,False
2019-04-21,0,False
2019-04-28,21,False
2019-05-05,20,False
2019-05-12,40,False
2019-05-19,39,False
2019-05-26,0,False
2019-06-02,20,False
2019-06-09,19,False
2019-06-16,20,False
2019-06-23,21,False
2019-06-30,21,False
2019-07-07,21,False
2019-07-14,21,False
2019-07-21,44,False
2019-07-28,23,False
2019-08-04,24,False
2019-08-11,26,False
2019-08-18,36,False
2019-08-25,32,False
2019-09-01,38,False
2019-09-08,20,False
2019-09-15,28,False
2019-09-22,0,False
2019-09-29,39,False
2019-10-06,30,False
2019-10-13,19,False
2019-10-20,28,False
2019-10-27,19,False
2019-11-03,37,False
2019-11-10,18,False
2019-11-17,36,False
2019-11-24,18,False
2019-12-01,19,False
2019-12-08,19,False
2019-12-15,19,False
2019-12-22,32,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,34,False
2020-01-19,17,False
2020-01-26,17,False
2020-02-02,25,False
2020-02-09,0,False
2020-02-16,17,False
2020-02-23,16,False
2020-03-01,24,False
2020-03-08,54,False
2020-03-15,31,False
2020-03-22,15,False
2020-03-29,61,False
2020-04-05,40,False
2020-04-12,40,False
2020-04-19,31,False
2020-04-26,39,True
