date,editing video,isPartial
2018-01-07,20,False
2018-01-14,30,False
2018-01-21,69,False
2018-01-28,48,False
2018-02-04,19,False
2018-02-11,20,False
2018-02-18,30,False
2018-02-25,59,False
2018-03-04,61,False
2018-03-11,61,False
2018-03-18,31,False
2018-03-25,43,False
2018-04-01,55,False
2018-04-08,21,False
2018-04-15,67,False
2018-04-22,0,False
2018-04-29,22,False
2018-05-06,42,False
2018-05-13,42,False
2018-05-20,21,False
2018-05-27,21,False
2018-06-03,32,False
2018-06-10,31,False
2018-06-17,21,False
2018-06-24,52,False
2018-07-01,0,False
2018-07-08,41,False
2018-07-15,31,False
2018-07-22,21,False
2018-07-29,32,False
2018-08-05,32,False
2018-08-12,24,False
2018-08-19,21,False
2018-08-26,100,False
2018-09-02,30,False
2018-09-09,20,False
2018-09-16,21,False
2018-09-23,63,False
2018-09-30,42,False
2018-10-07,21,False
2018-10-14,0,False
2018-10-21,63,False
2018-10-28,50,False
2018-11-04,81,False
2018-11-11,32,False
2018-11-18,42,False
2018-11-25,31,False
2018-12-02,22,False
2018-12-09,22,False
2018-12-16,23,False
2018-12-23,25,False
2018-12-30,23,False
2019-01-06,31,False
2019-01-13,20,False
2019-01-20,19,False
2019-01-27,38,False
2019-02-03,68,False
2019-02-10,29,False
2019-02-17,40,False
2019-02-24,39,False
2019-03-03,40,False
2019-03-10,30,False
2019-03-17,20,False
2019-03-24,41,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,21,False
2019-04-21,21,False
2019-04-28,59,False
2019-05-05,38,False
2019-05-12,47,False
2019-05-19,19,False
2019-05-26,18,False
2019-06-02,20,False
2019-06-09,20,False
2019-06-16,58,False
2019-06-23,20,False
2019-06-30,40,False
2019-07-07,20,False
2019-07-14,0,False
2019-07-21,31,False
2019-07-28,31,False
2019-08-04,43,False
2019-08-11,23,False
2019-08-18,32,False
2019-08-25,38,False
2019-09-01,93,False
2019-09-08,39,False
2019-09-15,20,False
2019-09-22,38,False
2019-09-29,19,False
2019-10-06,38,False
2019-10-13,38,False
2019-10-20,19,False
2019-10-27,37,False
2019-11-03,18,False
2019-11-10,36,False
2019-11-17,18,False
2019-11-24,37,False
2019-12-01,19,False
2019-12-08,19,False
2019-12-15,29,False
2019-12-22,33,False
2019-12-29,41,False
2020-01-05,37,False
2020-01-12,35,False
2020-01-19,18,False
2020-01-26,35,False
2020-02-02,18,False
2020-02-09,36,False
2020-02-16,0,False
2020-02-23,59,False
2020-03-01,41,False
2020-03-08,32,False
2020-03-15,88,False
2020-03-22,60,False
2020-03-29,46,False
2020-04-05,40,False
2020-04-12,57,False
2020-04-19,55,False
2020-04-26,80,True
