date,editing video,isPartial
2018-01-07,16,False
2018-01-14,32,False
2018-01-21,17,False
2018-01-28,16,False
2018-02-04,24,False
2018-02-11,18,False
2018-02-18,49,False
2018-02-25,31,False
2018-03-04,17,False
2018-03-11,25,False
2018-03-18,17,False
2018-03-25,35,False
2018-04-01,18,False
2018-04-08,34,False
2018-04-15,35,False
2018-04-22,18,False
2018-04-29,17,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,17,False
2018-05-27,18,False
2018-06-03,26,False
2018-06-10,16,False
2018-06-17,25,False
2018-06-24,17,False
2018-07-01,17,False
2018-07-08,17,False
2018-07-15,18,False
2018-07-22,53,False
2018-07-29,18,False
2018-08-05,19,False
2018-08-12,100,False
2018-08-19,20,False
2018-08-26,18,False
2018-09-02,51,False
2018-09-09,34,False
2018-09-16,32,False
2018-09-23,33,False
2018-09-30,25,False
2018-10-07,26,False
2018-10-14,35,False
2018-10-21,50,False
2018-10-28,17,False
2018-11-04,51,False
2018-11-11,18,False
2018-11-18,26,False
2018-11-25,34,False
2018-12-02,18,False
2018-12-09,36,False
2018-12-16,18,False
2018-12-23,66,False
2018-12-30,45,False
2019-01-06,34,False
2019-01-13,16,False
2019-01-20,16,False
2019-01-27,40,False
2019-02-03,16,False
2019-02-10,16,False
2019-02-17,16,False
2019-02-24,16,False
2019-03-03,0,False
2019-03-10,24,False
2019-03-17,51,False
2019-03-24,17,False
2019-03-31,33,False
2019-04-07,34,False
2019-04-14,35,False
2019-04-21,18,False
2019-04-28,25,False
2019-05-05,33,False
2019-05-12,16,False
2019-05-19,16,False
2019-05-26,15,False
2019-06-02,17,False
2019-06-09,18,False
2019-06-16,26,False
2019-06-23,36,False
2019-06-30,0,False
2019-07-07,35,False
2019-07-14,0,False
2019-07-21,54,False
2019-07-28,0,False
2019-08-04,19,False
2019-08-11,20,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,16,False
2019-09-08,32,False
2019-09-15,16,False
2019-09-22,46,False
2019-09-29,15,False
2019-10-06,32,False
2019-10-13,32,False
2019-10-20,46,False
2019-10-27,30,False
2019-11-03,0,False
2019-11-10,23,False
2019-11-17,15,False
2019-11-24,31,False
2019-12-01,32,False
2019-12-08,16,False
2019-12-15,32,False
2019-12-22,35,False
2019-12-29,25,False
2020-01-05,16,False
2020-01-12,15,False
2020-01-19,23,False
2020-01-26,15,False
2020-02-02,29,False
2020-02-09,23,False
2020-02-16,15,False
2020-02-23,14,False
2020-03-01,14,False
2020-03-08,27,False
2020-03-15,26,False
2020-03-22,18,False
2020-03-29,37,False
2020-04-05,79,False
2020-04-12,39,False
2020-04-19,36,False
2020-04-26,63,True
