date,vestiti uomo,isPartial
2018-01-07,51,False
2018-01-14,74,False
2018-01-21,62,False
2018-01-28,24,False
2018-02-04,84,False
2018-02-11,72,False
2018-02-18,24,False
2018-02-25,57,False
2018-03-04,0,False
2018-03-11,24,False
2018-03-18,37,False
2018-03-25,50,False
2018-04-01,77,False
2018-04-08,24,False
2018-04-15,75,False
2018-04-22,25,False
2018-04-29,96,False
2018-05-06,23,False
2018-05-13,61,False
2018-05-20,24,False
2018-05-27,49,False
2018-06-03,60,False
2018-06-10,46,False
2018-06-17,24,False
2018-06-24,84,False
2018-07-01,70,False
2018-07-08,23,False
2018-07-15,71,False
2018-07-22,23,False
2018-07-29,0,False
2018-08-05,25,False
2018-08-12,51,False
2018-08-19,77,False
2018-08-26,36,False
2018-09-02,35,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,58,False
2018-09-30,36,False
2018-10-07,61,False
2018-10-14,24,False
2018-10-21,37,False
2018-10-28,35,False
2018-11-04,48,False
2018-11-11,99,False
2018-11-18,73,False
2018-11-25,48,False
2018-12-02,25,False
2018-12-09,51,False
2018-12-16,39,False
2018-12-23,30,False
2018-12-30,28,False
2019-01-06,26,False
2019-01-13,0,False
2019-01-20,81,False
2019-01-27,46,False
2019-02-03,59,False
2019-02-10,73,False
2019-02-17,24,False
2019-02-24,61,False
2019-03-03,50,False
2019-03-10,48,False
2019-03-17,37,False
2019-03-24,49,False
2019-03-31,24,False
2019-04-07,49,False
2019-04-14,50,False
2019-04-21,61,False
2019-04-28,35,False
2019-05-05,23,False
2019-05-12,23,False
2019-05-19,57,False
2019-05-26,22,False
2019-06-02,48,False
2019-06-09,47,False
2019-06-16,25,False
2019-06-23,50,False
2019-06-30,24,False
2019-07-07,70,False
2019-07-14,36,False
2019-07-21,24,False
2019-07-28,24,False
2019-08-04,25,False
2019-08-11,53,False
2019-08-18,49,False
2019-08-25,0,False
2019-09-01,22,False
2019-09-08,23,False
2019-09-15,22,False
2019-09-22,0,False
2019-09-29,22,False
2019-10-06,34,False
2019-10-13,23,False
2019-10-20,88,False
2019-10-27,21,False
2019-11-03,64,False
2019-11-10,77,False
2019-11-17,64,False
2019-11-24,76,False
2019-12-01,78,False
2019-12-08,56,False
2019-12-15,34,False
2019-12-22,55,False
2019-12-29,100,False
2020-01-05,23,False
2020-01-12,62,False
2020-01-19,33,False
2020-01-26,63,False
2020-02-02,21,False
2020-02-09,22,False
2020-02-16,75,False
2020-02-23,30,False
2020-03-01,30,False
2020-03-08,28,False
2020-03-15,29,False
2020-03-22,18,False
2020-03-29,0,False
2020-04-05,19,False
2020-04-12,57,False
2020-04-19,0,False
2020-04-26,31,True
