date,vestiti uomo,isPartial
2018-01-07,56,False
2018-01-14,82,False
2018-01-21,49,False
2018-01-28,32,False
2018-02-04,27,False
2018-02-11,67,False
2018-02-18,39,False
2018-02-25,64,False
2018-03-04,38,False
2018-03-11,51,False
2018-03-18,83,False
2018-03-25,41,False
2018-04-01,28,False
2018-04-08,34,False
2018-04-15,58,False
2018-04-22,69,False
2018-04-29,49,False
2018-05-06,78,False
2018-05-13,68,False
2018-05-20,43,False
2018-05-27,100,False
2018-06-03,35,False
2018-06-10,48,False
2018-06-17,22,False
2018-06-24,36,False
2018-07-01,40,False
2018-07-08,45,False
2018-07-15,41,False
2018-07-22,28,False
2018-07-29,53,False
2018-08-05,26,False
2018-08-12,54,False
2018-08-19,29,False
2018-08-26,33,False
2018-09-02,64,False
2018-09-09,50,False
2018-09-16,38,False
2018-09-23,38,False
2018-09-30,67,False
2018-10-07,60,False
2018-10-14,47,False
2018-10-21,29,False
2018-10-28,59,False
2018-11-04,44,False
2018-11-11,38,False
2018-11-18,37,False
2018-11-25,67,False
2018-12-02,68,False
2018-12-09,54,False
2018-12-16,60,False
2018-12-23,61,False
2018-12-30,25,False
2019-01-06,51,False
2019-01-13,32,False
2019-01-20,53,False
2019-01-27,64,False
2019-02-03,45,False
2019-02-10,53,False
2019-02-17,46,False
2019-02-24,64,False
2019-03-03,93,False
2019-03-10,42,False
2019-03-17,64,False
2019-03-24,61,False
2019-03-31,74,False
2019-04-07,42,False
2019-04-14,35,False
2019-04-21,63,False
2019-04-28,57,False
2019-05-05,51,False
2019-05-12,54,False
2019-05-19,49,False
2019-05-26,56,False
2019-06-02,78,False
2019-06-09,47,False
2019-06-16,38,False
2019-06-23,22,False
2019-06-30,49,False
2019-07-07,31,False
2019-07-14,31,False
2019-07-21,46,False
2019-07-28,38,False
2019-08-04,31,False
2019-08-11,93,False
2019-08-18,32,False
2019-08-25,28,False
2019-09-01,53,False
2019-09-08,37,False
2019-09-15,28,False
2019-09-22,48,False
2019-09-29,48,False
2019-10-06,36,False
2019-10-13,44,False
2019-10-20,73,False
2019-10-27,55,False
2019-11-03,42,False
2019-11-10,42,False
2019-11-17,46,False
2019-11-24,53,False
2019-12-01,43,False
2019-12-08,44,False
2019-12-15,48,False
2019-12-22,67,False
2019-12-29,56,False
2020-01-05,59,False
2020-01-12,33,False
2020-01-19,34,False
2020-01-26,69,False
2020-02-02,51,False
2020-02-09,48,False
2020-02-16,55,False
2020-02-23,31,False
2020-03-01,42,False
2020-03-08,38,False
2020-03-15,21,False
2020-03-22,37,False
2020-03-29,24,False
2020-04-05,28,False
2020-04-12,43,False
2020-04-19,24,False
2020-04-26,23,True
