date,vestiti uomo,isPartial
2018-01-07,46,False
2018-01-14,27,False
2018-01-21,36,False
2018-01-28,62,False
2018-02-04,97,False
2018-02-11,18,False
2018-02-18,34,False
2018-02-25,34,False
2018-03-04,44,False
2018-03-11,35,False
2018-03-18,37,False
2018-03-25,37,False
2018-04-01,39,False
2018-04-08,63,False
2018-04-15,37,False
2018-04-22,29,False
2018-04-29,36,False
2018-05-06,53,False
2018-05-13,36,False
2018-05-20,28,False
2018-05-27,36,False
2018-06-03,46,False
2018-06-10,44,False
2018-06-17,36,False
2018-06-24,37,False
2018-07-01,18,False
2018-07-08,53,False
2018-07-15,28,False
2018-07-22,18,False
2018-07-29,48,False
2018-08-05,0,False
2018-08-12,65,False
2018-08-19,40,False
2018-08-26,18,False
2018-09-02,35,False
2018-09-09,54,False
2018-09-16,18,False
2018-09-23,27,False
2018-09-30,36,False
2018-10-07,37,False
2018-10-14,27,False
2018-10-21,36,False
2018-10-28,35,False
2018-11-04,17,False
2018-11-11,63,False
2018-11-18,26,False
2018-11-25,44,False
2018-12-02,37,False
2018-12-09,46,False
2018-12-16,29,False
2018-12-23,58,False
2018-12-30,54,False
2019-01-06,28,False
2019-01-13,44,False
2019-01-20,26,False
2019-01-27,18,False
2019-02-03,35,False
2019-02-10,18,False
2019-02-17,18,False
2019-02-24,45,False
2019-03-03,28,False
2019-03-10,0,False
2019-03-17,63,False
2019-03-24,36,False
2019-03-31,18,False
2019-04-07,54,False
2019-04-14,84,False
2019-04-21,41,False
2019-04-28,38,False
2019-05-05,36,False
2019-05-12,34,False
2019-05-19,0,False
2019-05-26,33,False
2019-06-02,37,False
2019-06-09,45,False
2019-06-16,27,False
2019-06-23,37,False
2019-06-30,37,False
2019-07-07,17,False
2019-07-14,17,False
2019-07-21,36,False
2019-07-28,18,False
2019-08-04,29,False
2019-08-11,62,False
2019-08-18,18,False
2019-08-25,17,False
2019-09-01,47,False
2019-09-08,0,False
2019-09-15,24,False
2019-09-22,81,False
2019-09-29,17,False
2019-10-06,17,False
2019-10-13,42,False
2019-10-20,41,False
2019-10-27,41,False
2019-11-03,64,False
2019-11-10,32,False
2019-11-17,24,False
2019-11-24,31,False
2019-12-01,100,False
2019-12-08,67,False
2019-12-15,25,False
2019-12-22,51,False
2019-12-29,38,False
2020-01-05,65,False
2020-01-12,52,False
2020-01-19,30,False
2020-01-26,23,False
2020-02-02,38,False
2020-02-09,39,False
2020-02-16,23,False
2020-02-23,28,False
2020-03-01,43,False
2020-03-08,14,False
2020-03-15,0,False
2020-03-22,26,False
2020-03-29,20,False
2020-04-05,21,False
2020-04-12,42,False
2020-04-19,27,False
2020-04-26,46,True
