date,vestiti uomo,isPartial
2018-01-07,39,False
2018-01-14,39,False
2018-01-21,49,False
2018-01-28,57,False
2018-02-04,77,False
2018-02-11,69,False
2018-02-18,89,False
2018-02-25,48,False
2018-03-04,80,False
2018-03-11,100,False
2018-03-18,52,False
2018-03-25,32,False
2018-04-01,44,False
2018-04-08,0,False
2018-04-15,33,False
2018-04-22,44,False
2018-04-29,53,False
2018-05-06,42,False
2018-05-13,0,False
2018-05-20,93,False
2018-05-27,83,False
2018-06-03,31,False
2018-06-10,30,False
2018-06-17,62,False
2018-06-24,73,False
2018-07-01,61,False
2018-07-08,51,False
2018-07-15,31,False
2018-07-22,32,False
2018-07-29,32,False
2018-08-05,32,False
2018-08-12,35,False
2018-08-19,64,False
2018-08-26,39,False
2018-09-02,20,False
2018-09-09,31,False
2018-09-16,30,False
2018-09-23,31,False
2018-09-30,21,False
2018-10-07,43,False
2018-10-14,43,False
2018-10-21,21,False
2018-10-28,20,False
2018-11-04,50,False
2018-11-11,21,False
2018-11-18,21,False
2018-11-25,41,False
2018-12-02,54,False
2018-12-09,55,False
2018-12-16,79,False
2018-12-23,25,False
2018-12-30,67,False
2019-01-06,41,False
2019-01-13,20,False
2019-01-20,19,False
2019-01-27,19,False
2019-02-03,76,False
2019-02-10,58,False
2019-02-17,69,False
2019-02-24,78,False
2019-03-03,40,False
2019-03-10,49,False
2019-03-17,91,False
2019-03-24,41,False
2019-03-31,29,False
2019-04-07,98,False
2019-04-14,41,False
2019-04-21,61,False
2019-04-28,38,False
2019-05-05,65,False
2019-05-12,46,False
2019-05-19,37,False
2019-05-26,27,False
2019-06-02,39,False
2019-06-09,49,False
2019-06-16,58,False
2019-06-23,51,False
2019-06-30,40,False
2019-07-07,100,False
2019-07-14,21,False
2019-07-21,31,False
2019-07-28,31,False
2019-08-04,22,False
2019-08-11,23,False
2019-08-18,21,False
2019-08-25,77,False
2019-09-01,18,False
2019-09-08,29,False
2019-09-15,49,False
2019-09-22,48,False
2019-09-29,47,False
2019-10-06,47,False
2019-10-13,47,False
2019-10-20,37,False
2019-10-27,37,False
2019-11-03,72,False
2019-11-10,72,False
2019-11-17,18,False
2019-11-24,36,False
2019-12-01,57,False
2019-12-08,38,False
2019-12-15,38,False
2019-12-22,75,False
2019-12-29,82,False
2020-01-05,18,False
2020-01-12,17,False
2020-01-19,35,False
2020-01-26,34,False
2020-02-02,43,False
2020-02-09,26,False
2020-02-16,44,False
2020-02-23,33,False
2020-03-01,32,False
2020-03-08,16,False
2020-03-15,32,False
2020-03-22,22,False
2020-03-29,45,False
2020-04-05,24,False
2020-04-12,0,False
2020-04-19,15,False
2020-04-26,40,True
