date,vestiti uomo,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,100,False
2018-01-28,70,False
2018-02-04,60,False
2018-02-11,39,False
2018-02-18,24,False
2018-02-25,16,False
2018-03-04,32,False
2018-03-11,17,False
2018-03-18,33,False
2018-03-25,97,False
2018-04-01,55,False
2018-04-08,49,False
2018-04-15,25,False
2018-04-22,35,False
2018-04-29,59,False
2018-05-06,34,False
2018-05-13,25,False
2018-05-20,42,False
2018-05-27,43,False
2018-06-03,17,False
2018-06-10,69,False
2018-06-17,16,False
2018-06-24,32,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,17,False
2018-07-22,32,False
2018-07-29,40,False
2018-08-05,38,False
2018-08-12,31,False
2018-08-19,29,False
2018-08-26,16,False
2018-09-02,24,False
2018-09-09,32,False
2018-09-16,23,False
2018-09-23,0,False
2018-09-30,16,False
2018-10-07,33,False
2018-10-14,33,False
2018-10-21,49,False
2018-10-28,48,False
2018-11-04,41,False
2018-11-11,43,False
2018-11-18,50,False
2018-11-25,66,False
2018-12-02,36,False
2018-12-09,17,False
2018-12-16,54,False
2018-12-23,38,False
2018-12-30,42,False
2019-01-06,64,False
2019-01-13,32,False
2019-01-20,45,False
2019-01-27,70,False
2019-02-03,30,False
2019-02-10,15,False
2019-02-17,86,False
2019-02-24,70,False
2019-03-03,66,False
2019-03-10,31,False
2019-03-17,47,False
2019-03-24,40,False
2019-03-31,23,False
2019-04-07,32,False
2019-04-14,41,False
2019-04-21,34,False
2019-04-28,16,False
2019-05-05,55,False
2019-05-12,23,False
2019-05-19,24,False
2019-05-26,66,False
2019-06-02,47,False
2019-06-09,25,False
2019-06-16,34,False
2019-06-23,41,False
2019-06-30,50,False
2019-07-07,66,False
2019-07-14,56,False
2019-07-21,33,False
2019-07-28,16,False
2019-08-04,39,False
2019-08-11,16,False
2019-08-18,37,False
2019-08-25,44,False
2019-09-01,28,False
2019-09-08,23,False
2019-09-15,22,False
2019-09-22,68,False
2019-09-29,38,False
2019-10-06,23,False
2019-10-13,39,False
2019-10-20,29,False
2019-10-27,31,False
2019-11-03,37,False
2019-11-10,31,False
2019-11-17,70,False
2019-11-24,46,False
2019-12-01,16,False
2019-12-08,16,False
2019-12-15,72,False
2019-12-22,34,False
2019-12-29,49,False
2020-01-05,31,False
2020-01-12,37,False
2020-01-19,37,False
2020-01-26,30,False
2020-02-02,57,False
2020-02-09,68,False
2020-02-16,75,False
2020-02-23,36,False
2020-03-01,28,False
2020-03-08,13,False
2020-03-15,13,False
2020-03-22,0,False
2020-03-29,12,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,24,False
2020-04-26,21,True
