date,Jazz,isPartial
2018-01-07,39,False
2018-01-14,32,False
2018-01-21,36,False
2018-01-28,22,False
2018-02-04,34,False
2018-02-11,16,False
2018-02-18,18,False
2018-02-25,35,False
2018-03-04,38,False
2018-03-11,31,False
2018-03-18,41,False
2018-03-25,37,False
2018-04-01,28,False
2018-04-08,38,False
2018-04-15,50,False
2018-04-22,51,False
2018-04-29,36,False
2018-05-06,35,False
2018-05-13,23,False
2018-05-20,26,False
2018-05-27,27,False
2018-06-03,61,False
2018-06-10,22,False
2018-06-17,64,False
2018-06-24,42,False
2018-07-01,79,False
2018-07-08,66,False
2018-07-15,86,False
2018-07-22,81,False
2018-07-29,42,False
2018-08-05,35,False
2018-08-12,38,False
2018-08-19,28,False
2018-08-26,38,False
2018-09-02,43,False
2018-09-09,26,False
2018-09-16,29,False
2018-09-23,32,False
2018-09-30,26,False
2018-10-07,23,False
2018-10-14,36,False
2018-10-21,33,False
2018-10-28,32,False
2018-11-04,39,False
2018-11-11,27,False
2018-11-18,50,False
2018-11-25,48,False
2018-12-02,30,False
2018-12-09,12,False
2018-12-16,42,False
2018-12-23,25,False
2018-12-30,17,False
2019-01-06,33,False
2019-01-13,30,False
2019-01-20,37,False
2019-01-27,26,False
2019-02-03,17,False
2019-02-10,21,False
2019-02-17,30,False
2019-02-24,32,False
2019-03-03,39,False
2019-03-10,24,False
2019-03-17,33,False
2019-03-24,33,False
2019-03-31,33,False
2019-04-07,36,False
2019-04-14,47,False
2019-04-21,43,False
2019-04-28,21,False
2019-05-05,26,False
2019-05-12,33,False
2019-05-19,37,False
2019-05-26,24,False
2019-06-02,24,False
2019-06-09,51,False
2019-06-16,63,False
2019-06-23,36,False
2019-06-30,51,False
2019-07-07,75,False
2019-07-14,100,False
2019-07-21,84,False
2019-07-28,38,False
2019-08-04,29,False
2019-08-11,27,False
2019-08-18,45,False
2019-08-25,27,False
2019-09-01,32,False
2019-09-08,26,False
2019-09-15,34,False
2019-09-22,17,False
2019-09-29,11,False
2019-10-06,20,False
2019-10-13,34,False
2019-10-20,35,False
2019-10-27,22,False
2019-11-03,24,False
2019-11-10,49,False
2019-11-17,33,False
2019-11-24,48,False
2019-12-01,22,False
2019-12-08,42,False
2019-12-15,14,False
2019-12-22,16,False
2019-12-29,28,False
2020-01-05,30,False
2020-01-12,25,False
2020-01-19,39,False
2020-01-26,30,False
2020-02-02,27,False
2020-02-09,23,False
2020-02-16,40,False
2020-02-23,21,False
2020-03-01,21,False
2020-03-08,16,False
2020-03-15,16,False
2020-03-22,14,False
2020-03-29,26,False
2020-04-05,18,False
2020-04-12,38,False
2020-04-19,17,False
2020-04-26,15,True
