date,Jazz,isPartial
2018-01-07,13,False
2018-01-14,6,False
2018-01-21,8,False
2018-01-28,5,False
2018-02-04,4,False
2018-02-11,5,False
2018-02-18,5,False
2018-02-25,6,False
2018-03-04,8,False
2018-03-11,7,False
2018-03-18,7,False
2018-03-25,4,False
2018-04-01,11,False
2018-04-08,5,False
2018-04-15,8,False
2018-04-22,15,False
2018-04-29,15,False
2018-05-06,14,False
2018-05-13,9,False
2018-05-20,8,False
2018-05-27,7,False
2018-06-03,9,False
2018-06-10,8,False
2018-06-17,22,False
2018-06-24,14,False
2018-07-01,21,False
2018-07-08,80,False
2018-07-15,90,False
2018-07-22,19,False
2018-07-29,7,False
2018-08-05,8,False
2018-08-12,8,False
2018-08-19,6,False
2018-08-26,8,False
2018-09-02,6,False
2018-09-09,7,False
2018-09-16,5,False
2018-09-23,7,False
2018-09-30,7,False
2018-10-07,4,False
2018-10-14,4,False
2018-10-21,8,False
2018-10-28,9,False
2018-11-04,6,False
2018-11-11,8,False
2018-11-18,4,False
2018-11-25,3,False
2018-12-02,4,False
2018-12-09,5,False
2018-12-16,14,False
2018-12-23,25,False
2018-12-30,14,False
2019-01-06,4,False
2019-01-13,10,False
2019-01-20,5,False
2019-01-27,6,False
2019-02-03,5,False
2019-02-10,12,False
2019-02-17,8,False
2019-02-24,8,False
2019-03-03,4,False
2019-03-10,9,False
2019-03-17,8,False
2019-03-24,9,False
2019-03-31,7,False
2019-04-07,8,False
2019-04-14,12,False
2019-04-21,10,False
2019-04-28,15,False
2019-05-05,8,False
2019-05-12,10,False
2019-05-19,10,False
2019-05-26,10,False
2019-06-02,15,False
2019-06-09,18,False
2019-06-16,17,False
2019-06-23,17,False
2019-06-30,25,False
2019-07-07,73,False
2019-07-14,100,False
2019-07-21,33,False
2019-07-28,9,False
2019-08-04,5,False
2019-08-11,7,False
2019-08-18,4,False
2019-08-25,7,False
2019-09-01,5,False
2019-09-08,7,False
2019-09-15,6,False
2019-09-22,7,False
2019-09-29,9,False
2019-10-06,6,False
2019-10-13,9,False
2019-10-20,7,False
2019-10-27,10,False
2019-11-03,4,False
2019-11-10,12,False
2019-11-17,4,False
2019-11-24,9,False
2019-12-01,5,False
2019-12-08,7,False
2019-12-15,5,False
2019-12-22,18,False
2019-12-29,20,False
2020-01-05,2,False
2020-01-12,4,False
2020-01-19,13,False
2020-01-26,4,False
2020-02-02,7,False
2020-02-09,8,False
2020-02-16,4,False
2020-02-23,3,False
2020-03-01,9,False
2020-03-08,5,False
2020-03-15,7,False
2020-03-22,5,False
2020-03-29,3,False
2020-04-05,2,False
2020-04-12,7,False
2020-04-19,5,False
2020-04-26,12,True
