date,Jazz,isPartial
2018-01-07,56,False
2018-01-14,56,False
2018-01-21,85,False
2018-01-28,28,False
2018-02-04,52,False
2018-02-11,27,False
2018-02-18,51,False
2018-02-25,36,False
2018-03-04,52,False
2018-03-11,40,False
2018-03-18,39,False
2018-03-25,28,False
2018-04-01,0,False
2018-04-08,56,False
2018-04-15,27,False
2018-04-22,58,False
2018-04-29,28,False
2018-05-06,27,False
2018-05-13,27,False
2018-05-20,54,False
2018-05-27,0,False
2018-06-03,29,False
2018-06-10,26,False
2018-06-17,67,False
2018-06-24,40,False
2018-07-01,27,False
2018-07-08,54,False
2018-07-15,27,False
2018-07-22,78,False
2018-07-29,25,False
2018-08-05,37,False
2018-08-12,47,False
2018-08-19,24,False
2018-08-26,38,False
2018-09-02,27,False
2018-09-09,41,False
2018-09-16,40,False
2018-09-23,53,False
2018-09-30,40,False
2018-10-07,29,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,27,False
2018-11-04,81,False
2018-11-11,28,False
2018-11-18,53,False
2018-11-25,27,False
2018-12-02,69,False
2018-12-09,27,False
2018-12-16,28,False
2018-12-23,42,False
2018-12-30,75,False
2019-01-06,25,False
2019-01-13,26,False
2019-01-20,24,False
2019-01-27,26,False
2019-02-03,0,False
2019-02-10,100,False
2019-02-17,25,False
2019-02-24,26,False
2019-03-03,70,False
2019-03-10,53,False
2019-03-17,28,False
2019-03-24,40,False
2019-03-31,55,False
2019-04-07,26,False
2019-04-14,0,False
2019-04-21,67,False
2019-04-28,39,False
2019-05-05,94,False
2019-05-12,26,False
2019-05-19,78,False
2019-05-26,37,False
2019-06-02,80,False
2019-06-09,28,False
2019-06-16,56,False
2019-06-23,28,False
2019-06-30,56,False
2019-07-07,41,False
2019-07-14,54,False
2019-07-21,28,False
2019-07-28,0,False
2019-08-04,50,False
2019-08-11,35,False
2019-08-18,79,False
2019-08-25,33,False
2019-09-01,35,False
2019-09-08,50,False
2019-09-15,61,False
2019-09-22,25,False
2019-09-29,50,False
2019-10-06,25,False
2019-10-13,26,False
2019-10-20,25,False
2019-10-27,72,False
2019-11-03,35,False
2019-11-10,24,False
2019-11-17,49,False
2019-11-24,23,False
2019-12-01,50,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,24,False
2019-12-29,46,False
2020-01-05,47,False
2020-01-12,23,False
2020-01-19,23,False
2020-01-26,45,False
2020-02-02,43,False
2020-02-09,23,False
2020-02-16,46,False
2020-02-23,42,False
2020-03-01,54,False
2020-03-08,20,False
2020-03-15,19,False
2020-03-22,26,False
2020-03-29,27,False
2020-04-05,19,False
2020-04-12,19,False
2020-04-19,35,False
2020-04-26,65,True
