date,mariage chic _x,mariage nature ,mariage romantique ,mariage original ,mariage traditionnel ,isPartial_x,mariage chic _y,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,isPartial_y,mariage chic ,mariage vintage,mariage plage ,isPartial
2018-01-07,28,0,0,0,0,False,28,0,0,0,0,False,28,0,0,False
2018-01-14,29,0,0,29,0,False,29,0,0,0,0,False,29,0,0,False
2018-01-21,43,0,0,0,0,False,43,0,0,0,0,False,43,0,0,False
2018-01-28,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-02-04,0,0,0,29,0,False,0,0,0,0,0,False,0,0,0,False
2018-02-11,30,0,0,30,0,False,30,0,0,0,0,False,30,0,0,False
2018-02-18,30,0,0,0,0,False,30,0,0,0,0,False,30,0,0,False
2018-02-25,0,0,0,29,0,False,0,0,0,0,0,False,0,0,0,False
2018-03-04,0,0,0,29,0,False,0,0,0,0,0,False,0,0,0,False
2018-03-11,30,0,0,30,0,False,30,0,0,0,0,False,30,0,0,False
2018-03-18,0,0,0,30,0,False,0,0,0,0,0,False,0,0,0,False
2018-03-25,60,0,0,0,0,False,60,0,0,0,0,False,60,0,0,False
2018-04-01,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-04-08,31,0,0,0,0,False,31,0,0,0,0,False,31,0,0,False
2018-04-15,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-04-22,29,0,0,58,0,False,29,0,0,0,0,False,29,0,0,False
2018-04-29,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-05-06,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-05-13,44,0,0,29,0,False,44,0,0,0,0,False,44,0,0,False
2018-05-20,93,0,0,0,0,False,93,0,0,0,0,False,93,0,0,False
2018-05-27,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-06-03,30,0,0,30,0,False,30,0,0,0,0,False,30,0,0,False
2018-06-10,58,0,0,29,0,False,58,0,0,0,0,False,58,0,0,False
2018-06-17,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-06-24,30,0,0,0,0,False,30,0,0,0,0,False,30,0,0,False
2018-07-01,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-07-08,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-07-15,32,0,0,32,0,False,32,0,0,0,0,False,32,0,0,False
2018-07-22,32,0,0,0,0,False,32,0,0,0,0,False,32,0,0,False
2018-07-29,64,0,0,32,0,False,64,0,0,0,0,False,64,0,0,False
2018-08-05,32,0,0,0,0,False,32,0,0,0,0,False,32,0,0,False
2018-08-12,34,0,0,34,0,False,34,0,0,0,0,False,34,0,0,False
2018-08-19,32,0,0,0,0,False,32,0,0,0,0,False,32,0,0,False
2018-08-26,31,0,0,0,0,False,31,0,0,0,0,False,31,0,0,False
2018-09-02,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-09-09,32,0,0,32,0,False,32,0,0,0,0,False,32,0,0,False
2018-09-16,0,0,0,31,0,False,0,0,0,0,0,False,0,0,0,False
2018-09-23,31,0,0,0,0,False,31,0,0,0,0,False,31,0,0,False
2018-09-30,31,0,0,0,0,False,31,0,0,0,0,False,31,0,0,False
2018-10-07,31,0,0,0,0,False,31,0,0,0,0,False,31,0,0,False
2018-10-14,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-10-21,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-10-28,30,0,0,0,0,False,30,0,0,0,0,False,30,0,0,False
2018-11-04,0,0,0,30,0,False,0,0,0,0,0,False,0,0,0,False
2018-11-11,61,0,0,31,0,False,61,0,0,0,0,False,61,0,0,False
2018-11-18,0,0,0,30,0,False,0,0,0,0,0,False,0,0,0,False
2018-11-25,0,0,0,59,0,False,0,0,0,0,0,False,0,0,0,False
2018-12-02,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-12-09,0,0,0,30,0,False,0,0,0,0,0,False,0,0,0,False
2018-12-16,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-12-23,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-12-30,32,0,0,0,0,False,32,0,0,0,0,False,32,0,0,False
2019-01-06,44,0,0,0,0,False,44,0,0,0,0,False,44,0,0,False
2019-01-13,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-01-20,29,0,0,0,0,False,29,0,0,0,0,False,29,0,0,False
2019-01-27,0,0,0,28,0,False,0,0,0,0,0,False,0,0,0,False
2019-02-03,29,0,0,0,0,False,29,0,0,0,0,False,29,0,0,False
2019-02-10,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-02-17,31,0,0,0,0,False,31,0,0,0,0,False,31,0,0,False
2019-02-24,30,0,0,30,0,False,30,0,0,0,0,False,30,0,0,False
2019-03-03,29,0,0,0,0,False,29,0,0,0,0,False,29,0,0,False
2019-03-10,29,0,0,0,0,False,29,0,0,0,0,False,29,0,0,False
2019-03-17,31,0,0,31,0,False,31,0,0,0,0,False,31,0,0,False
2019-03-24,0,0,0,46,0,False,0,0,0,0,0,False,0,0,0,False
