date,mariage chic _x,mariage nature ,mariage romantique ,mariage original ,mariage traditionnel ,isPartial_x,mariage chic _y,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,isPartial_y,mariage chic ,mariage vintage,mariage plage ,isPartial
2018-01-07,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-01-14,30,0,0,31,0,False,0.0,0.0,0.0,0.0,0.0,False,30,0,0,False
2018-01-21,31,0,0,0,0,False,31.0,0.0,0.0,0.0,0.0,False,31,0,0,False
2018-01-28,0,0,0,31,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-02-04,0,0,0,30,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-02-11,0,0,0,31,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-02-18,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-02-25,31,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,31,0,0,False
2018-03-04,63,0,0,0,0,False,63.0,0.0,0.0,0.0,0.0,False,63,0,0,False
2018-03-11,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-03-18,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-03-25,0,0,0,32,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-04-01,48,0,0,32,0,False,65.0,0.0,0.0,0.0,0.0,False,48,0,0,False
2018-04-08,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-04-15,0,0,0,34,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-04-22,100,0,0,33,0,False,100.0,0.0,0.0,0.0,0.0,False,100,0,0,False
2018-04-29,34,0,0,34,0,False,34.0,0.0,0.0,0.0,0.0,False,34,0,0,False
2018-05-06,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-05-13,33,0,0,32,0,False,33.0,0.0,0.0,0.0,0.0,False,33,0,0,False
2018-05-20,0,0,0,33,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-05-27,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-06-03,33,0,0,0,0,False,33.0,0.0,0.0,0.0,0.0,False,33,0,0,False
2018-06-10,31,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,31,0,0,False
2018-06-17,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-06-24,0,0,0,33,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-07-01,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-07-08,50,0,0,0,0,False,34.0,0.0,0.0,0.0,0.0,False,50,0,0,False
2018-07-15,36,0,0,36,0,False,36.0,0.0,0.0,0.0,0.0,False,36,0,0,False
2018-07-22,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-07-29,36,0,0,0,0,False,36.0,0.0,0.0,0.0,0.0,False,36,0,0,False
2018-08-05,37,0,0,0,0,False,37.0,0.0,0.0,0.0,0.0,False,37,0,0,False
2018-08-12,0,0,0,38,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-08-19,36,0,0,36,0,False,36.0,0.0,0.0,0.0,0.0,False,36,0,0,False
2018-08-26,35,0,0,34,0,False,35.0,0.0,0.0,0.0,0.0,False,35,0,0,False
2018-09-02,34,0,0,34,0,False,0.0,0.0,0.0,0.0,0.0,False,34,0,0,False
2018-09-09,34,0,0,0,0,False,34.0,0.0,0.0,0.0,0.0,False,34,0,0,False
2018-09-16,33,0,0,33,0,False,0.0,0.0,0.0,0.0,0.0,False,33,0,0,False
2018-09-23,33,0,0,0,0,False,33.0,0.0,0.0,0.0,0.0,False,33,0,0,False
2018-09-30,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-10-07,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-10-14,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-10-21,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-10-28,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
