date,freie Hochzeit,Hochzeit Standesamt,Hochzeit Kirche,isPartial
2018-01-07,0,33,0,False
2018-01-14,0,0,0,False
2018-01-21,0,33,32,False
2018-01-28,0,48,32,False
2018-02-04,0,33,0,False
2018-02-11,0,32,31,False
2018-02-18,0,31,31,False
2018-02-25,0,32,0,False
2018-03-04,0,66,0,False
2018-03-11,0,32,65,False
2018-03-18,0,31,0,False
2018-03-25,0,66,0,False
2018-04-01,0,35,34,False
2018-04-08,0,33,0,False
2018-04-15,0,68,66,False
2018-04-22,0,0,32,False
2018-04-29,0,34,34,False
2018-05-06,0,0,0,False
2018-05-13,0,33,100,False
2018-05-20,0,0,36,False
2018-05-27,0,32,32,False
2018-06-03,0,32,65,False
2018-06-10,0,47,31,False
2018-06-17,0,32,0,False
2018-06-24,0,66,49,False
2018-07-01,0,0,67,False
2018-07-08,0,33,0,False
2018-07-15,0,36,0,False
2018-07-22,0,36,36,False
2018-07-29,0,0,35,False
2018-08-05,0,68,0,False
2018-08-12,0,33,0,False
2018-08-19,0,51,34,False
2018-08-26,0,34,34,False
2018-09-02,0,0,0,False
2018-09-09,0,0,0,False
2018-09-16,0,100,0,False
2018-09-23,0,68,0,False
2018-09-30,0,36,73,False
2018-10-07,0,0,0,False
2018-10-14,0,0,0,False
2018-10-21,0,0,0,False
2018-10-28,0,48,0,False
2018-11-04,0,31,0,False
2018-11-11,0,48,0,False
2018-11-18,0,31,0,False
2018-11-25,0,0,0,False
2018-12-02,0,0,0,False
2018-12-09,0,0,32,False
2018-12-16,0,34,34,False
2018-12-23,0,0,46,False
2018-12-30,0,75,0,False
2019-01-06,0,0,0,False
2019-01-13,0,30,0,False
2019-01-20,0,31,31,False
2019-01-27,0,30,0,False
2019-02-03,0,0,0,False
2019-02-10,0,31,0,False
2019-02-17,0,62,0,False
2019-02-24,0,0,63,False
2019-03-03,0,32,0,False
2019-03-10,0,32,0,False
2019-03-17,0,0,0,False
2019-03-24,0,32,0,False
2019-03-31,0,32,0,False
2019-04-07,0,32,32,False
2019-04-14,0,0,0,False
2019-04-21,0,0,0,False
2019-04-28,0,32,0,False
2019-05-05,0,47,31,False
2019-05-12,0,33,33,False
2019-05-19,0,31,0,False
2019-05-26,0,0,0,False
2019-06-02,0,33,0,False
2019-06-09,0,0,52,False
2019-06-16,0,35,0,False
2019-06-23,0,0,0,False
2019-06-30,0,0,0,False
2019-07-07,0,37,0,False
2019-07-14,0,0,0,False
2019-07-21,0,41,0,False
2019-07-28,0,0,38,False
2019-08-04,0,0,36,False
2019-08-11,0,0,34,False
2019-08-18,0,0,35,False
2019-08-25,0,35,34,False
2019-09-01,0,34,0,False
2019-09-08,0,35,34,False
2019-09-15,0,0,0,False
2019-09-22,0,0,32,False
2019-09-29,0,32,0,False
2019-10-06,0,34,34,False
2019-10-13,0,0,32,False
2019-10-20,0,29,29,False
2019-10-27,0,0,33,False
2019-11-03,0,0,31,False
2019-11-10,0,32,0,False
2019-11-17,0,0,0,False
2019-11-24,0,30,0,False
2019-12-01,0,33,33,False
2019-12-08,0,0,0,False
2019-12-15,0,0,0,False
2019-12-22,0,47,0,False
2019-12-29,0,40,0,False
2020-01-05,0,30,0,False
2020-01-12,0,90,0,False
2020-01-19,0,30,0,False
2020-01-26,0,0,0,False
2020-02-02,0,0,0,False
2020-02-09,0,71,0,False
2020-02-16,0,0,27,False
2020-02-23,0,78,0,False
2020-03-01,0,28,0,False
2020-03-08,0,79,26,False
2020-03-15,0,26,0,False
2020-03-22,0,24,0,False
2020-03-29,0,0,0,False
2020-04-05,0,0,0,False
2020-04-12,0,25,0,False
2020-04-19,0,49,24,False
2020-04-26,0,24,0,False
2020-05-03,0,54,27,True
