date,Blumenladen,isPartial
2018-01-07,24,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,75,False
2018-02-18,49,False
2018-02-25,25,False
2018-03-04,25,False
2018-03-11,47,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,27,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,24,False
2018-05-06,26,False
2018-05-13,49,False
2018-05-20,26,False
2018-05-27,0,False
2018-06-03,25,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,25,False
2018-07-01,26,False
2018-07-08,28,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,26,False
2018-08-12,25,False
2018-08-19,25,False
2018-08-26,0,False
2018-09-02,26,False
2018-09-09,51,False
2018-09-16,25,False
2018-09-23,0,False
2018-09-30,27,False
2018-10-07,27,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,25,False
2018-11-11,0,False
2018-11-18,24,False
2018-11-25,24,False
2018-12-02,75,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,43,False
2018-12-30,0,False
2019-01-06,24,False
2019-01-13,23,False
2019-01-20,24,False
2019-01-27,0,False
2019-02-03,25,False
2019-02-10,25,False
2019-02-17,25,False
2019-02-24,0,False
2019-03-03,37,False
2019-03-10,49,False
2019-03-17,25,False
2019-03-24,50,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,41,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,35,False
2019-05-12,47,False
2019-05-19,0,False
2019-05-26,50,False
2019-06-02,49,False
2019-06-09,74,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,26,False
2019-07-07,27,False
2019-07-14,59,False
2019-07-21,0,False
2019-07-28,31,False
2019-08-04,27,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,25,False
2019-09-01,0,False
2019-09-08,25,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,26,False
2019-10-06,0,False
2019-10-13,49,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,22,False
2019-11-10,23,False
2019-11-17,34,False
2019-11-24,44,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,47,False
2019-12-22,26,False
2019-12-29,38,False
2020-01-05,33,False
2020-01-12,33,False
2020-01-19,44,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,23,False
2020-02-16,22,False
2020-02-23,22,False
2020-03-01,0,False
2020-03-08,21,False
2020-03-15,19,False
2020-03-22,18,False
2020-03-29,36,False
2020-04-05,41,False
2020-04-12,20,False
2020-04-19,29,False
2020-04-26,18,False
2020-05-03,100,False
2020-05-10,18,False
2020-05-17,0,False
2020-05-24,0,False
2020-05-31,19,False
2020-06-07,0,False
2020-06-14,20,False
2020-06-21,0,False
2020-06-28,21,False
2020-07-05,23,False
