date,torta al latte,isPartial
2018-01-07,22,False
2018-01-14,22,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,21,False
2018-02-11,41,False
2018-02-18,21,False
2018-02-25,31,False
2018-03-04,21,False
2018-03-11,22,False
2018-03-18,32,False
2018-03-25,45,False
2018-04-01,24,False
2018-04-08,22,False
2018-04-15,22,False
2018-04-22,23,False
2018-04-29,0,False
2018-05-06,22,False
2018-05-13,0,False
2018-05-20,22,False
2018-05-27,23,False
2018-06-03,0,False
2018-06-10,21,False
2018-06-17,32,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,21,False
2018-07-15,0,False
2018-07-22,39,False
2018-07-29,0,False
2018-08-05,18,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,18,False
2018-09-02,0,False
2018-09-09,23,False
2018-09-16,23,False
2018-09-23,45,False
2018-09-30,22,False
2018-10-07,71,False
2018-10-14,23,False
2018-10-21,0,False
2018-10-28,33,False
2018-11-04,22,False
2018-11-11,94,False
2018-11-18,0,False
2018-11-25,22,False
2018-12-02,0,False
2018-12-09,23,False
2018-12-16,24,False
2018-12-23,25,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,21,False
2019-01-27,22,False
2019-02-03,32,False
2019-02-10,0,False
2019-02-17,44,False
2019-02-24,44,False
2019-03-03,23,False
2019-03-10,44,False
2019-03-17,23,False
2019-03-24,0,False
2019-03-31,22,False
2019-04-07,23,False
2019-04-14,24,False
2019-04-21,58,False
2019-04-28,34,False
2019-05-05,22,False
2019-05-12,89,False
2019-05-19,0,False
2019-05-26,53,False
2019-06-02,23,False
2019-06-09,0,False
2019-06-16,46,False
2019-06-23,22,False
2019-06-30,23,False
2019-07-07,22,False
2019-07-14,21,False
2019-07-21,43,False
2019-07-28,21,False
2019-08-04,19,False
2019-08-11,28,False
2019-08-18,18,False
2019-08-25,0,False
2019-09-01,40,False
2019-09-08,0,False
2019-09-15,23,False
2019-09-22,45,False
2019-09-29,46,False
2019-10-06,23,False
2019-10-13,0,False
2019-10-20,23,False
2019-10-27,46,False
2019-11-03,44,False
2019-11-10,91,False
2019-11-17,23,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,23,False
2019-12-15,0,False
2019-12-22,23,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,21,False
2020-01-26,61,False
2020-02-02,30,False
2020-02-09,0,False
2020-02-16,21,False
2020-02-23,19,False
2020-03-01,19,False
2020-03-08,44,False
2020-03-15,100,False
2020-03-22,69,False
2020-03-29,82,False
2020-04-05,17,False
2020-04-12,63,False
2020-04-19,49,False
2020-04-26,0,True
