date,torta al latte,isPartial
2018-01-07,0,False
2018-01-14,41,False
2018-01-21,14,False
2018-01-28,53,False
2018-02-04,13,False
2018-02-11,21,False
2018-02-18,35,False
2018-02-25,41,False
2018-03-04,56,False
2018-03-11,21,False
2018-03-18,36,False
2018-03-25,29,False
2018-04-01,23,False
2018-04-08,36,False
2018-04-15,53,False
2018-04-22,0,False
2018-04-29,29,False
2018-05-06,15,False
2018-05-13,43,False
2018-05-20,86,False
2018-05-27,14,False
2018-06-03,22,False
2018-06-10,28,False
2018-06-17,14,False
2018-06-24,14,False
2018-07-01,14,False
2018-07-08,14,False
2018-07-15,22,False
2018-07-22,44,False
2018-07-29,22,False
2018-08-05,15,False
2018-08-12,16,False
2018-08-19,22,False
2018-08-26,0,False
2018-09-02,21,False
2018-09-09,14,False
2018-09-16,28,False
2018-09-23,29,False
2018-09-30,57,False
2018-10-07,22,False
2018-10-14,15,False
2018-10-21,36,False
2018-10-28,21,False
2018-11-04,28,False
2018-11-11,15,False
2018-11-18,29,False
2018-11-25,15,False
2018-12-02,0,False
2018-12-09,15,False
2018-12-16,16,False
2018-12-23,35,False
2018-12-30,0,False
2019-01-06,14,False
2019-01-13,21,False
2019-01-20,20,False
2019-01-27,33,False
2019-02-03,40,False
2019-02-10,13,False
2019-02-17,34,False
2019-02-24,27,False
2019-03-03,14,False
2019-03-10,34,False
2019-03-17,21,False
2019-03-24,28,False
2019-03-31,41,False
2019-04-07,14,False
2019-04-14,14,False
2019-04-21,65,False
2019-04-28,33,False
2019-05-05,32,False
2019-05-12,32,False
2019-05-19,0,False
2019-05-26,13,False
2019-06-02,27,False
2019-06-09,28,False
2019-06-16,14,False
2019-06-23,0,False
2019-06-30,42,False
2019-07-07,28,False
2019-07-14,22,False
2019-07-21,22,False
2019-07-28,21,False
2019-08-04,15,False
2019-08-11,40,False
2019-08-18,0,False
2019-08-25,13,False
2019-09-01,19,False
2019-09-08,27,False
2019-09-15,41,False
2019-09-22,13,False
2019-09-29,20,False
2019-10-06,0,False
2019-10-13,39,False
2019-10-20,39,False
2019-10-27,19,False
2019-11-03,25,False
2019-11-10,19,False
2019-11-17,19,False
2019-11-24,13,False
2019-12-01,0,False
2019-12-08,40,False
2019-12-15,39,False
2019-12-22,38,False
2019-12-29,29,False
2020-01-05,13,False
2020-01-12,48,False
2020-01-19,12,False
2020-01-26,18,False
2020-02-02,12,False
2020-02-09,0,False
2020-02-16,12,False
2020-02-23,17,False
2020-03-01,45,False
2020-03-08,38,False
2020-03-15,66,False
2020-03-22,82,False
2020-03-29,79,False
2020-04-05,73,False
2020-04-12,100,False
2020-04-19,86,False
2020-04-26,46,True
