date,Carport,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,26,False
2018-02-04,0,False
2018-02-11,26,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,26,False
2018-03-11,38,False
2018-03-18,27,False
2018-03-25,56,False
2018-04-01,0,False
2018-04-08,29,False
2018-04-15,29,False
2018-04-22,57,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,41,False
2018-05-20,41,False
2018-05-27,27,False
2018-06-03,80,False
2018-06-10,38,False
2018-06-17,39,False
2018-06-24,0,False
2018-07-01,24,False
2018-07-08,0,False
2018-07-15,36,False
2018-07-22,73,False
2018-07-29,36,False
2018-08-05,23,False
2018-08-12,24,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,25,False
2018-09-09,26,False
2018-09-16,26,False
2018-09-23,28,False
2018-09-30,56,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,80,False
2018-11-11,27,False
2018-11-18,26,False
2018-11-25,27,False
2018-12-02,0,False
2018-12-09,27,False
2018-12-16,27,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,100,False
2019-01-13,25,False
2019-01-20,25,False
2019-01-27,24,False
2019-02-03,25,False
2019-02-10,39,False
2019-02-17,37,False
2019-02-24,0,False
2019-03-03,25,False
2019-03-10,50,False
2019-03-17,52,False
2019-03-24,27,False
2019-03-31,26,False
2019-04-07,52,False
2019-04-14,28,False
2019-04-21,0,False
2019-04-28,25,False
2019-05-05,24,False
2019-05-12,36,False
2019-05-19,24,False
2019-05-26,36,False
2019-06-02,0,False
2019-06-09,49,False
2019-06-16,24,False
2019-06-23,0,False
2019-06-30,46,False
2019-07-07,33,False
2019-07-14,0,False
2019-07-21,22,False
2019-07-28,0,False
2019-08-04,22,False
2019-08-11,21,False
2019-08-18,0,False
2019-08-25,45,False
2019-09-01,34,False
2019-09-08,60,False
2019-09-15,24,False
2019-09-22,36,False
2019-09-29,24,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,24,False
2019-10-27,0,False
2019-11-03,92,False
2019-11-10,45,False
2019-11-17,23,False
2019-11-24,23,False
2019-12-01,24,False
2019-12-08,48,False
2019-12-15,24,False
2019-12-22,48,False
2019-12-29,45,False
2020-01-05,22,False
2020-01-12,41,False
2020-01-19,43,False
2020-01-26,21,False
2020-02-02,30,False
2020-02-09,43,False
2020-02-16,52,False
2020-02-23,40,False
2020-03-01,30,False
2020-03-08,40,False
2020-03-15,29,False
2020-03-22,35,False
2020-03-29,28,False
2020-04-05,43,False
2020-04-12,40,False
2020-04-19,19,False
2020-04-26,48,False
2020-05-03,51,False
2020-05-10,20,False
2020-05-17,42,False
2020-05-24,41,False
2020-05-31,20,False
2020-06-07,20,False
2020-06-14,19,False
2020-06-21,0,False
2020-06-28,19,False
2020-07-05,19,False
