date,Carport,isPartial
2018-01-07,14,False
2018-01-14,57,False
2018-01-21,15,False
2018-01-28,30,False
2018-02-04,46,False
2018-02-11,0,False
2018-02-18,28,False
2018-02-25,28,False
2018-03-04,43,False
2018-03-11,14,False
2018-03-18,14,False
2018-03-25,37,False
2018-04-01,52,False
2018-04-08,37,False
2018-04-15,45,False
2018-04-22,37,False
2018-04-29,37,False
2018-05-06,37,False
2018-05-13,14,False
2018-05-20,52,False
2018-05-27,44,False
2018-06-03,57,False
2018-06-10,41,False
2018-06-17,21,False
2018-06-24,35,False
2018-07-01,22,False
2018-07-08,100,False
2018-07-15,37,False
2018-07-22,44,False
2018-07-29,45,False
2018-08-05,28,False
2018-08-12,52,False
2018-08-19,49,False
2018-08-26,28,False
2018-09-02,21,False
2018-09-09,49,False
2018-09-16,28,False
2018-09-23,34,False
2018-09-30,28,False
2018-10-07,21,False
2018-10-14,71,False
2018-10-21,14,False
2018-10-28,21,False
2018-11-04,27,False
2018-11-11,14,False
2018-11-18,33,False
2018-11-25,13,False
2018-12-02,21,False
2018-12-09,20,False
2018-12-16,0,False
2018-12-23,15,False
2018-12-30,41,False
2019-01-06,18,False
2019-01-13,51,False
2019-01-20,0,False
2019-01-27,13,False
2019-02-03,14,False
2019-02-10,44,False
2019-02-17,51,False
2019-02-24,32,False
2019-03-03,32,False
2019-03-10,44,False
2019-03-17,39,False
2019-03-24,45,False
2019-03-31,27,False
2019-04-07,20,False
2019-04-14,28,False
2019-04-21,14,False
2019-04-28,44,False
2019-05-05,25,False
2019-05-12,25,False
2019-05-19,25,False
2019-05-26,50,False
2019-06-02,19,False
2019-06-09,47,False
2019-06-16,46,False
2019-06-23,20,False
2019-06-30,40,False
2019-07-07,32,False
2019-07-14,27,False
2019-07-21,55,False
2019-07-28,26,False
2019-08-04,14,False
2019-08-11,39,False
2019-08-18,18,False
2019-08-25,36,False
2019-09-01,23,False
2019-09-08,25,False
2019-09-15,50,False
2019-09-22,12,False
2019-09-29,24,False
2019-10-06,12,False
2019-10-13,42,False
2019-10-20,24,False
2019-10-27,30,False
2019-11-03,46,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,17,False
2019-12-01,36,False
2019-12-08,12,False
2019-12-15,12,False
2019-12-22,13,False
2019-12-29,18,False
2020-01-05,32,False
2020-01-12,21,False
2020-01-19,0,False
2020-01-26,11,False
2020-02-02,12,False
2020-02-09,17,False
2020-02-16,33,False
2020-02-23,27,False
2020-03-01,27,False
2020-03-08,31,False
2020-03-15,14,False
2020-03-22,18,False
2020-03-29,23,False
2020-04-05,26,False
2020-04-12,34,False
2020-04-19,39,False
2020-04-26,44,False
2020-05-03,35,False
2020-05-10,39,False
2020-05-17,53,False
2020-05-24,49,False
2020-05-31,50,False
2020-06-07,46,False
2020-06-14,50,False
2020-06-21,21,False
2020-06-28,21,False
2020-07-05,69,False
