date,Carport,isPartial
2018-01-07,0,False
2018-01-14,44,False
2018-01-21,29,False
2018-01-28,29,False
2018-02-04,0,False
2018-02-11,84,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,62,False
2018-04-01,35,False
2018-04-08,36,False
2018-04-15,38,False
2018-04-22,37,False
2018-04-29,39,False
2018-05-06,77,False
2018-05-13,55,False
2018-05-20,56,False
2018-05-27,0,False
2018-06-03,72,False
2018-06-10,34,False
2018-06-17,35,False
2018-06-24,33,False
2018-07-01,66,False
2018-07-08,34,False
2018-07-15,68,False
2018-07-22,33,False
2018-07-29,49,False
2018-08-05,94,False
2018-08-12,49,False
2018-08-19,100,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,36,False
2018-09-23,36,False
2018-09-30,69,False
2018-10-07,0,False
2018-10-14,37,False
2018-10-21,0,False
2018-10-28,73,False
2018-11-04,37,False
2018-11-11,37,False
2018-11-18,0,False
2018-11-25,71,False
2018-12-02,35,False
2018-12-09,51,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,27,False
2019-01-06,0,False
2019-01-13,57,False
2019-01-20,42,False
2019-01-27,57,False
2019-02-03,28,False
2019-02-10,0,False
2019-02-17,28,False
2019-02-24,0,False
2019-03-03,27,False
2019-03-10,82,False
2019-03-17,31,False
2019-03-24,48,False
2019-03-31,0,False
2019-04-07,33,False
2019-04-14,69,False
2019-04-21,35,False
2019-04-28,35,False
2019-05-05,34,False
2019-05-12,52,False
2019-05-19,34,False
2019-05-26,34,False
2019-06-02,34,False
2019-06-09,32,False
2019-06-16,32,False
2019-06-23,34,False
2019-06-30,32,False
2019-07-07,30,False
2019-07-14,65,False
2019-07-21,78,False
2019-07-28,58,False
2019-08-04,0,False
2019-08-11,29,False
2019-08-18,89,False
2019-08-25,32,False
2019-09-01,45,False
2019-09-08,30,False
2019-09-15,0,False
2019-09-22,62,False
2019-09-29,28,False
2019-10-06,0,False
2019-10-13,29,False
2019-10-20,29,False
2019-10-27,29,False
2019-11-03,0,False
2019-11-10,28,False
2019-11-17,84,False
2019-11-24,42,False
2019-12-01,28,False
2019-12-08,54,False
2019-12-15,53,False
2019-12-22,0,False
2019-12-29,23,False
2020-01-05,46,False
2020-01-12,22,False
2020-01-19,23,False
2020-01-26,44,False
2020-02-02,21,False
2020-02-09,54,False
2020-02-16,22,False
2020-02-23,0,False
2020-03-01,42,False
2020-03-08,0,False
2020-03-15,24,False
2020-03-22,23,False
2020-03-29,84,False
2020-04-05,54,False
2020-04-12,51,False
2020-04-19,75,False
2020-04-26,25,False
2020-05-03,40,False
2020-05-10,39,False
2020-05-17,57,False
2020-05-24,54,False
2020-05-31,54,False
2020-06-07,51,False
2020-06-14,74,False
2020-06-21,26,False
2020-06-28,25,False
2020-07-05,25,False
