date,Haus streichen,isPartial
2018-01-07,44,False
2018-01-14,28,False
2018-01-21,29,False
2018-01-28,29,False
2018-02-04,44,False
2018-02-11,30,False
2018-02-18,44,False
2018-02-25,30,False
2018-03-04,30,False
2018-03-11,29,False
2018-03-18,30,False
2018-03-25,31,False
2018-04-01,32,False
2018-04-08,0,False
2018-04-15,62,False
2018-04-22,31,False
2018-04-29,32,False
2018-05-06,63,False
2018-05-13,46,False
2018-05-20,66,False
2018-05-27,33,False
2018-06-03,31,False
2018-06-10,59,False
2018-06-17,60,False
2018-06-24,50,False
2018-07-01,74,False
2018-07-08,30,False
2018-07-15,30,False
2018-07-22,0,False
2018-07-29,63,False
2018-08-05,32,False
2018-08-12,100,False
2018-08-19,45,False
2018-08-26,33,False
2018-09-02,32,False
2018-09-09,31,False
2018-09-16,30,False
2018-09-23,31,False
2018-09-30,30,False
2018-10-07,30,False
2018-10-14,44,False
2018-10-21,0,False
2018-10-28,30,False
2018-11-04,0,False
2018-11-11,29,False
2018-11-18,28,False
2018-11-25,28,False
2018-12-02,57,False
2018-12-09,29,False
2018-12-16,0,False
2018-12-23,34,False
2018-12-30,0,False
2019-01-06,41,False
2019-01-13,27,False
2019-01-20,54,False
2019-01-27,27,False
2019-02-03,27,False
2019-02-10,42,False
2019-02-17,28,False
2019-02-24,29,False
2019-03-03,28,False
2019-03-10,0,False
2019-03-17,38,False
2019-03-24,28,False
2019-03-31,84,False
2019-04-07,42,False
2019-04-14,40,False
2019-04-21,59,False
2019-04-28,57,False
2019-05-05,81,False
2019-05-12,37,False
2019-05-19,0,False
2019-05-26,43,False
2019-06-02,84,False
2019-06-09,59,False
2019-06-16,30,False
2019-06-23,71,False
2019-06-30,46,False
2019-07-07,27,False
2019-07-14,29,False
2019-07-21,29,False
2019-07-28,30,False
2019-08-04,62,False
2019-08-11,40,False
2019-08-18,0,False
2019-08-25,31,False
2019-09-01,29,False
2019-09-08,28,False
2019-09-15,28,False
2019-09-22,41,False
2019-09-29,28,False
2019-10-06,27,False
2019-10-13,27,False
2019-10-20,26,False
2019-10-27,27,False
2019-11-03,26,False
2019-11-10,53,False
2019-11-17,51,False
2019-11-24,26,False
2019-12-01,40,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,61,False
2020-01-19,25,False
2020-01-26,37,False
2020-02-02,41,False
2020-02-09,25,False
2020-02-16,38,False
2020-02-23,25,False
2020-03-01,36,False
2020-03-08,0,False
2020-03-15,22,False
2020-03-22,51,False
2020-03-29,22,False
2020-04-05,24,False
2020-04-12,70,False
2020-04-19,37,False
2020-04-26,22,False
2020-05-03,33,False
2020-05-10,22,False
2020-05-17,72,True
