date,Heizung entlüften,isPartial
2018-01-07,34,False
2018-01-14,46,False
2018-01-21,30,False
2018-01-28,19,False
2018-02-04,17,False
2018-02-11,31,False
2018-02-18,23,False
2018-02-25,29,False
2018-03-04,38,False
2018-03-11,26,False
2018-03-18,12,False
2018-03-25,19,False
2018-04-01,14,False
2018-04-08,0,False
2018-04-15,18,False
2018-04-22,9,False
2018-04-29,9,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,9,False
2018-06-10,8,False
2018-06-17,0,False
2018-06-24,8,False
2018-07-01,0,False
2018-07-08,8,False
2018-07-15,0,False
2018-07-22,8,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,9,False
2018-08-19,0,False
2018-08-26,12,False
2018-09-02,14,False
2018-09-09,13,False
2018-09-16,9,False
2018-09-23,55,False
2018-09-30,84,False
2018-10-07,23,False
2018-10-14,20,False
2018-10-21,54,False
2018-10-28,94,False
2018-11-04,49,False
2018-11-11,39,False
2018-11-18,100,False
2018-11-25,52,False
2018-12-02,35,False
2018-12-09,36,False
2018-12-16,43,False
2018-12-23,30,False
2018-12-30,42,False
2019-01-06,37,False
2019-01-13,31,False
2019-01-20,18,False
2019-01-27,31,False
2019-02-03,23,False
2019-02-10,16,False
2019-02-17,16,False
2019-02-24,8,False
2019-03-03,16,False
2019-03-10,13,False
2019-03-17,8,False
2019-03-24,8,False
2019-03-31,13,False
2019-04-07,11,False
2019-04-14,12,False
2019-04-21,9,False
2019-04-28,14,False
2019-05-05,11,False
2019-05-12,8,False
2019-05-19,8,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,8,False
2019-06-30,8,False
2019-07-07,0,False
2019-07-14,8,False
2019-07-21,0,False
2019-07-28,8,False
2019-08-04,9,False
2019-08-11,9,False
2019-08-18,9,False
2019-08-25,9,False
2019-09-01,8,False
2019-09-08,19,False
2019-09-15,33,False
2019-09-22,31,False
2019-09-29,51,False
2019-10-06,60,False
2019-10-13,23,False
2019-10-20,39,False
2019-10-27,56,False
2019-11-03,47,False
2019-11-10,69,False
2019-11-17,46,False
2019-11-24,42,False
2019-12-01,70,False
2019-12-08,28,False
2019-12-15,13,False
2019-12-22,36,False
2019-12-29,67,False
2020-01-05,20,False
2020-01-12,36,False
2020-01-19,27,False
2020-01-26,27,False
2020-02-02,12,False
2020-02-09,14,False
2020-02-16,22,False
2020-02-23,15,False
2020-03-01,14,False
2020-03-08,20,False
2020-03-15,6,False
2020-03-22,15,False
2020-03-29,11,False
2020-04-05,15,False
2020-04-12,7,False
2020-04-19,7,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,14,False
