date,Heizung entlüften,isPartial
2018-01-07,17,False
2018-01-14,43,False
2018-01-21,26,False
2018-01-28,19,False
2018-02-04,43,False
2018-02-11,22,False
2018-02-18,13,False
2018-02-25,26,False
2018-03-04,26,False
2018-03-11,26,False
2018-03-18,20,False
2018-03-25,14,False
2018-04-01,24,False
2018-04-08,27,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,15,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,14,False
2018-08-26,13,False
2018-09-02,13,False
2018-09-09,13,False
2018-09-16,14,False
2018-09-23,91,False
2018-09-30,96,False
2018-10-07,51,False
2018-10-14,18,False
2018-10-21,61,False
2018-10-28,78,False
2018-11-04,45,False
2018-11-11,46,False
2018-11-18,97,False
2018-11-25,23,False
2018-12-02,41,False
2018-12-09,69,False
2018-12-16,21,False
2018-12-23,25,False
2018-12-30,30,False
2019-01-06,23,False
2019-01-13,31,False
2019-01-20,43,False
2019-01-27,19,False
2019-02-03,20,False
2019-02-10,26,False
2019-02-17,20,False
2019-02-24,13,False
2019-03-03,19,False
2019-03-10,26,False
2019-03-17,13,False
2019-03-24,13,False
2019-03-31,13,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,14,False
2019-04-28,13,False
2019-05-05,13,False
2019-05-12,13,False
2019-05-19,13,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,14,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,14,False
2019-08-11,0,False
2019-08-18,13,False
2019-08-25,13,False
2019-09-01,13,False
2019-09-08,30,False
2019-09-15,27,False
2019-09-22,33,False
2019-09-29,69,False
2019-10-06,100,False
2019-10-13,31,False
2019-10-20,33,False
2019-10-27,61,False
2019-11-03,74,False
2019-11-10,44,False
2019-11-17,70,False
2019-11-24,20,False
2019-12-01,43,False
2019-12-08,37,False
2019-12-15,21,False
2019-12-22,22,False
2019-12-29,46,False
2020-01-05,19,False
2020-01-12,47,False
2020-01-19,56,False
2020-01-26,27,False
2020-02-02,23,False
2020-02-09,23,False
2020-02-16,24,False
2020-02-23,12,False
2020-03-01,29,False
2020-03-08,33,False
2020-03-15,32,False
2020-03-22,16,False
2020-03-29,11,False
2020-04-05,12,False
2020-04-12,0,False
2020-04-19,11,False
2020-04-26,11,False
2020-05-03,11,False
2020-05-10,11,False
