date,Schiebetür,isPartial
2018-01-07,42,False
2018-01-14,30,False
2018-01-21,51,False
2018-01-28,31,False
2018-02-04,41,False
2018-02-11,62,False
2018-02-18,63,False
2018-02-25,31,False
2018-03-04,31,False
2018-03-11,61,False
2018-03-18,20,False
2018-03-25,43,False
2018-04-01,44,False
2018-04-08,22,False
2018-04-15,54,False
2018-04-22,21,False
2018-04-29,22,False
2018-05-06,22,False
2018-05-13,0,False
2018-05-20,21,False
2018-05-27,22,False
2018-06-03,82,False
2018-06-10,20,False
2018-06-17,41,False
2018-06-24,50,False
2018-07-01,51,False
2018-07-08,61,False
2018-07-15,21,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,74,False
2018-08-12,22,False
2018-08-19,84,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,42,False
2018-09-16,21,False
2018-09-23,42,False
2018-09-30,21,False
2018-10-07,63,False
2018-10-14,0,False
2018-10-21,31,False
2018-10-28,32,False
2018-11-04,40,False
2018-11-11,21,False
2018-11-18,39,False
2018-11-25,30,False
2018-12-02,31,False
2018-12-09,52,False
2018-12-16,21,False
2018-12-23,24,False
2018-12-30,21,False
2019-01-06,37,False
2019-01-13,37,False
2019-01-20,19,False
2019-01-27,38,False
2019-02-03,28,False
2019-02-10,57,False
2019-02-17,30,False
2019-02-24,76,False
2019-03-03,48,False
2019-03-10,37,False
2019-03-17,49,False
2019-03-24,39,False
2019-03-31,20,False
2019-04-07,49,False
2019-04-14,21,False
2019-04-21,81,False
2019-04-28,67,False
2019-05-05,37,False
2019-05-12,75,False
2019-05-19,38,False
2019-05-26,38,False
2019-06-02,100,False
2019-06-09,20,False
2019-06-16,41,False
2019-06-23,41,False
2019-06-30,41,False
2019-07-07,19,False
2019-07-14,62,False
2019-07-21,43,False
2019-07-28,21,False
2019-08-04,0,False
2019-08-11,20,False
2019-08-18,69,False
2019-08-25,20,False
2019-09-01,57,False
2019-09-08,29,False
2019-09-15,42,False
2019-09-22,39,False
2019-09-29,0,False
2019-10-06,19,False
2019-10-13,59,False
2019-10-20,20,False
2019-10-27,38,False
2019-11-03,47,False
2019-11-10,19,False
2019-11-17,57,False
2019-11-24,56,False
2019-12-01,68,False
2019-12-08,38,False
2019-12-15,20,False
2019-12-22,22,False
2019-12-29,81,False
2020-01-05,36,False
2020-01-12,26,False
2020-01-19,35,False
2020-01-26,61,False
2020-02-02,26,False
2020-02-09,35,False
2020-02-16,37,False
2020-02-23,17,False
2020-03-01,35,False
2020-03-08,41,False
2020-03-15,16,False
2020-03-22,21,False
2020-03-29,43,False
2020-04-05,42,False
2020-04-12,24,False
2020-04-19,61,False
2020-04-26,47,False
2020-05-03,24,False
2020-05-10,55,False
2020-05-17,70,False
2020-05-24,24,False
2020-05-31,25,False
2020-06-07,42,False
2020-06-14,40,False
2020-06-21,34,False
2020-06-28,26,False
2020-07-05,18,False
