date,montare video,isPartial
2018-01-07,35,False
2018-01-14,25,False
2018-01-21,39,False
2018-01-28,34,False
2018-02-04,34,False
2018-02-11,39,False
2018-02-18,0,False
2018-02-25,37,False
2018-03-04,14,False
2018-03-11,19,False
2018-03-18,24,False
2018-03-25,20,False
2018-04-01,15,False
2018-04-08,19,False
2018-04-15,76,False
2018-04-22,15,False
2018-04-29,29,False
2018-05-06,38,False
2018-05-13,23,False
2018-05-20,60,False
2018-05-27,33,False
2018-06-03,24,False
2018-06-10,28,False
2018-06-17,29,False
2018-06-24,25,False
2018-07-01,14,False
2018-07-08,19,False
2018-07-15,25,False
2018-07-22,20,False
2018-07-29,37,False
2018-08-05,23,False
2018-08-12,13,False
2018-08-19,38,False
2018-08-26,20,False
2018-09-02,23,False
2018-09-09,18,False
2018-09-16,27,False
2018-09-23,28,False
2018-09-30,14,False
2018-10-07,14,False
2018-10-14,23,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,17,False
2018-11-11,14,False
2018-11-18,31,False
2018-11-25,27,False
2018-12-02,14,False
2018-12-09,18,False
2018-12-16,33,False
2018-12-23,55,False
2018-12-30,16,False
2019-01-06,37,False
2019-01-13,40,False
2019-01-20,26,False
2019-01-27,26,False
2019-02-03,13,False
2019-02-10,27,False
2019-02-17,18,False
2019-02-24,18,False
2019-03-03,9,False
2019-03-10,0,False
2019-03-17,37,False
2019-03-24,38,False
2019-03-31,9,False
2019-04-07,23,False
2019-04-14,10,False
2019-04-21,21,False
2019-04-28,10,False
2019-05-05,23,False
2019-05-12,18,False
2019-05-19,35,False
2019-05-26,13,False
2019-06-02,33,False
2019-06-09,14,False
2019-06-16,23,False
2019-06-23,34,False
2019-06-30,29,False
2019-07-07,9,False
2019-07-14,19,False
2019-07-21,15,False
2019-07-28,10,False
2019-08-04,33,False
2019-08-11,38,False
2019-08-18,18,False
2019-08-25,51,False
2019-09-01,35,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,9,False
2019-09-29,34,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,37,False
2019-10-27,17,False
2019-11-03,21,False
2019-11-10,21,False
2019-11-17,12,False
2019-11-24,16,False
2019-12-01,25,False
2019-12-08,9,False
2019-12-15,35,False
2019-12-22,16,False
2019-12-29,30,False
2020-01-05,21,False
2020-01-12,16,False
2020-01-19,16,False
2020-01-26,35,False
2020-02-02,20,False
2020-02-09,16,False
2020-02-16,24,False
2020-02-23,15,False
2020-03-01,23,False
2020-03-08,34,False
2020-03-15,54,False
2020-03-22,91,False
2020-03-29,85,False
2020-04-05,100,False
2020-04-12,82,False
2020-04-19,100,False
2020-04-26,95,True
