date,montare video,isPartial
2018-01-07,72,False
2018-01-14,18,False
2018-01-21,0,False
2018-01-28,55,False
2018-02-04,18,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,38,False
2018-03-04,57,False
2018-03-11,57,False
2018-03-18,19,False
2018-03-25,21,False
2018-04-01,21,False
2018-04-08,57,False
2018-04-15,19,False
2018-04-22,20,False
2018-04-29,0,False
2018-05-06,30,False
2018-05-13,19,False
2018-05-20,39,False
2018-05-27,20,False
2018-06-03,0,False
2018-06-10,27,False
2018-06-17,19,False
2018-06-24,19,False
2018-07-01,39,False
2018-07-08,39,False
2018-07-15,40,False
2018-07-22,37,False
2018-07-29,37,False
2018-08-05,0,False
2018-08-12,37,False
2018-08-19,34,False
2018-08-26,36,False
2018-09-02,37,False
2018-09-09,19,False
2018-09-16,36,False
2018-09-23,18,False
2018-09-30,18,False
2018-10-07,0,False
2018-10-14,29,False
2018-10-21,19,False
2018-10-28,19,False
2018-11-04,29,False
2018-11-11,20,False
2018-11-18,20,False
2018-11-25,19,False
2018-12-02,21,False
2018-12-09,20,False
2018-12-16,32,False
2018-12-23,22,False
2018-12-30,58,False
2019-01-06,19,False
2019-01-13,75,False
2019-01-20,0,False
2019-01-27,18,False
2019-02-03,0,False
2019-02-10,45,False
2019-02-17,18,False
2019-02-24,0,False
2019-03-03,19,False
2019-03-10,18,False
2019-03-17,46,False
2019-03-24,0,False
2019-03-31,18,False
2019-04-07,0,False
2019-04-14,38,False
2019-04-21,0,False
2019-04-28,28,False
2019-05-05,37,False
2019-05-12,36,False
2019-05-19,55,False
2019-05-26,35,False
2019-06-02,19,False
2019-06-09,19,False
2019-06-16,20,False
2019-06-23,19,False
2019-06-30,39,False
2019-07-07,19,False
2019-07-14,37,False
2019-07-21,39,False
2019-07-28,19,False
2019-08-04,18,False
2019-08-11,38,False
2019-08-18,0,False
2019-08-25,17,False
2019-09-01,0,False
2019-09-08,35,False
2019-09-15,0,False
2019-09-22,26,False
2019-09-29,0,False
2019-10-06,36,False
2019-10-13,18,False
2019-10-20,0,False
2019-10-27,36,False
2019-11-03,17,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,36,False
2019-12-01,28,False
2019-12-08,19,False
2019-12-15,19,False
2019-12-22,60,False
2019-12-29,39,False
2020-01-05,0,False
2020-01-12,17,False
2020-01-19,35,False
2020-01-26,35,False
2020-02-02,34,False
2020-02-09,18,False
2020-02-16,17,False
2020-02-23,34,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,29,False
2020-03-22,55,False
2020-03-29,49,False
2020-04-05,44,False
2020-04-12,53,False
2020-04-19,99,False
2020-04-26,100,True
