date,montare video,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,19,False
2018-01-28,19,False
2018-02-04,19,False
2018-02-11,40,False
2018-02-18,20,False
2018-02-25,38,False
2018-03-04,0,False
2018-03-11,20,False
2018-03-18,20,False
2018-03-25,31,False
2018-04-01,0,False
2018-04-08,30,False
2018-04-15,0,False
2018-04-22,32,False
2018-04-29,20,False
2018-05-06,30,False
2018-05-13,0,False
2018-05-20,20,False
2018-05-27,41,False
2018-06-03,0,False
2018-06-10,20,False
2018-06-17,43,False
2018-06-24,23,False
2018-07-01,22,False
2018-07-08,44,False
2018-07-15,46,False
2018-07-22,23,False
2018-07-29,48,False
2018-08-05,53,False
2018-08-12,0,False
2018-08-19,28,False
2018-08-26,47,False
2018-09-02,22,False
2018-09-09,0,False
2018-09-16,21,False
2018-09-23,22,False
2018-09-30,0,False
2018-10-07,44,False
2018-10-14,33,False
2018-10-21,22,False
2018-10-28,21,False
2018-11-04,0,False
2018-11-11,41,False
2018-11-18,20,False
2018-11-25,30,False
2018-12-02,31,False
2018-12-09,21,False
2018-12-16,22,False
2018-12-23,49,False
2018-12-30,23,False
2019-01-06,20,False
2019-01-13,20,False
2019-01-20,19,False
2019-01-27,37,False
2019-02-03,46,False
2019-02-10,0,False
2019-02-17,28,False
2019-02-24,0,False
2019-03-03,20,False
2019-03-10,0,False
2019-03-17,20,False
2019-03-24,39,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,40,False
2019-04-21,0,False
2019-04-28,20,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,19,False
2019-05-26,19,False
2019-06-02,39,False
2019-06-09,37,False
2019-06-16,20,False
2019-06-23,20,False
2019-06-30,20,False
2019-07-07,20,False
2019-07-14,0,False
2019-07-21,21,False
2019-07-28,22,False
2019-08-04,0,False
2019-08-11,25,False
2019-08-18,23,False
2019-08-25,20,False
2019-09-01,0,False
2019-09-08,29,False
2019-09-15,18,False
2019-09-22,19,False
2019-09-29,19,False
2019-10-06,19,False
2019-10-13,18,False
2019-10-20,0,False
2019-10-27,18,False
2019-11-03,18,False
2019-11-10,0,False
2019-11-17,26,False
2019-11-24,0,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,54,False
2019-12-22,31,False
2019-12-29,40,False
2020-01-05,34,False
2020-01-12,32,False
2020-01-19,33,False
2020-01-26,25,False
2020-02-02,0,False
2020-02-09,17,False
2020-02-16,33,False
2020-02-23,0,False
2020-03-01,31,False
2020-03-08,29,False
2020-03-15,45,False
2020-03-22,56,False
2020-03-29,36,False
2020-04-05,77,False
2020-04-12,70,False
2020-04-19,66,False
2020-04-26,100,True
