date,montare video,isPartial
2018-01-07,27,False
2018-01-14,26,False
2018-01-21,0,False
2018-01-28,76,False
2018-02-04,50,False
2018-02-11,0,False
2018-02-18,25,False
2018-02-25,0,False
2018-03-04,100,False
2018-03-11,0,False
2018-03-18,26,False
2018-03-25,39,False
2018-04-01,27,False
2018-04-08,25,False
2018-04-15,26,False
2018-04-22,27,False
2018-04-29,25,False
2018-05-06,49,False
2018-05-13,26,False
2018-05-20,51,False
2018-05-27,26,False
2018-06-03,64,False
2018-06-10,24,False
2018-06-17,25,False
2018-06-24,25,False
2018-07-01,0,False
2018-07-08,48,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,26,False
2018-08-05,39,False
2018-08-12,27,False
2018-08-19,27,False
2018-08-26,0,False
2018-09-02,74,False
2018-09-09,50,False
2018-09-16,37,False
2018-09-23,25,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,51,False
2018-10-21,26,False
2018-10-28,25,False
2018-11-04,25,False
2018-11-11,0,False
2018-11-18,26,False
2018-11-25,0,False
2018-12-02,26,False
2018-12-09,53,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,29,False
2019-01-06,27,False
2019-01-13,0,False
2019-01-20,24,False
2019-01-27,48,False
2019-02-03,25,False
2019-02-10,51,False
2019-02-17,26,False
2019-02-24,26,False
2019-03-03,26,False
2019-03-10,25,False
2019-03-17,26,False
2019-03-24,0,False
2019-03-31,25,False
2019-04-07,26,False
2019-04-14,0,False
2019-04-21,26,False
2019-04-28,49,False
2019-05-05,0,False
2019-05-12,24,False
2019-05-19,48,False
2019-05-26,23,False
2019-06-02,0,False
2019-06-09,25,False
2019-06-16,26,False
2019-06-23,26,False
2019-06-30,38,False
2019-07-07,24,False
2019-07-14,25,False
2019-07-21,38,False
2019-07-28,77,False
2019-08-04,27,False
2019-08-11,28,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,34,False
2019-09-08,24,False
2019-09-15,24,False
2019-09-22,23,False
2019-09-29,23,False
2019-10-06,24,False
2019-10-13,24,False
2019-10-20,23,False
2019-10-27,0,False
2019-11-03,22,False
2019-11-10,46,False
2019-11-17,0,False
2019-11-24,23,False
2019-12-01,0,False
2019-12-08,47,False
2019-12-15,24,False
2019-12-22,29,False
2019-12-29,39,False
2020-01-05,48,False
2020-01-12,0,False
2020-01-19,23,False
2020-01-26,22,False
2020-02-02,0,False
2020-02-09,23,False
2020-02-16,0,False
2020-02-23,21,False
2020-03-01,21,False
2020-03-08,39,False
2020-03-15,20,False
2020-03-22,46,False
2020-03-29,95,False
2020-04-05,59,False
2020-04-12,69,False
2020-04-19,47,False
2020-04-26,33,True
