date,montare video,isPartial
2018-01-07,32,False
2018-01-14,32,False
2018-01-21,24,False
2018-01-28,15,False
2018-02-04,0,False
2018-02-11,24,False
2018-02-18,0,False
2018-02-25,24,False
2018-03-04,50,False
2018-03-11,25,False
2018-03-18,17,False
2018-03-25,17,False
2018-04-01,0,False
2018-04-08,17,False
2018-04-15,0,False
2018-04-22,18,False
2018-04-29,17,False
2018-05-06,17,False
2018-05-13,51,False
2018-05-20,34,False
2018-05-27,17,False
2018-06-03,17,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,17,False
2018-07-01,25,False
2018-07-08,17,False
2018-07-15,17,False
2018-07-22,17,False
2018-07-29,26,False
2018-08-05,17,False
2018-08-12,28,False
2018-08-19,0,False
2018-08-26,49,False
2018-09-02,25,False
2018-09-09,51,False
2018-09-16,17,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,18,False
2018-10-14,53,False
2018-10-21,34,False
2018-10-28,16,False
2018-11-04,0,False
2018-11-11,17,False
2018-11-18,34,False
2018-11-25,34,False
2018-12-02,18,False
2018-12-09,18,False
2018-12-16,18,False
2018-12-23,20,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,16,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,47,False
2019-02-10,16,False
2019-02-17,0,False
2019-02-24,16,False
2019-03-03,0,False
2019-03-10,32,False
2019-03-17,0,False
2019-03-24,17,False
2019-03-31,16,False
2019-04-07,16,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,15,False
2019-05-12,15,False
2019-05-19,15,False
2019-05-26,30,False
2019-06-02,16,False
2019-06-09,16,False
2019-06-16,0,False
2019-06-23,50,False
2019-06-30,16,False
2019-07-07,16,False
2019-07-14,17,False
2019-07-21,0,False
2019-07-28,17,False
2019-08-04,18,False
2019-08-11,39,False
2019-08-18,0,False
2019-08-25,31,False
2019-09-01,15,False
2019-09-08,32,False
2019-09-15,24,False
2019-09-22,31,False
2019-09-29,15,False
2019-10-06,31,False
2019-10-13,15,False
2019-10-20,31,False
2019-10-27,0,False
2019-11-03,15,False
2019-11-10,22,False
2019-11-17,15,False
2019-11-24,30,False
2019-12-01,16,False
2019-12-08,16,False
2019-12-15,16,False
2019-12-22,18,False
2019-12-29,17,False
2020-01-05,15,False
2020-01-12,0,False
2020-01-19,14,False
2020-01-26,14,False
2020-02-02,14,False
2020-02-09,0,False
2020-02-16,14,False
2020-02-23,0,False
2020-03-01,27,False
2020-03-08,19,False
2020-03-15,26,False
2020-03-22,42,False
2020-03-29,100,False
2020-04-05,33,False
2020-04-12,40,False
2020-04-19,44,False
2020-04-26,33,True
