date,Installateur,isPartial
2018-01-07,39,False
2018-01-14,0,False
2018-01-21,38,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,26,False
2018-02-25,26,False
2018-03-04,39,False
2018-03-11,0,False
2018-03-18,26,False
2018-03-25,28,False
2018-04-01,57,False
2018-04-08,42,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,29,False
2018-05-13,41,False
2018-05-20,29,False
2018-05-27,27,False
2018-06-03,0,False
2018-06-10,26,False
2018-06-17,34,False
2018-06-24,0,False
2018-07-01,39,False
2018-07-08,26,False
2018-07-15,28,False
2018-07-22,0,False
2018-07-29,27,False
2018-08-05,27,False
2018-08-12,27,False
2018-08-19,26,False
2018-08-26,40,False
2018-09-02,27,False
2018-09-09,54,False
2018-09-16,27,False
2018-09-23,53,False
2018-09-30,40,False
2018-10-07,27,False
2018-10-14,40,False
2018-10-21,27,False
2018-10-28,0,False
2018-11-04,38,False
2018-11-11,26,False
2018-11-18,25,False
2018-11-25,0,False
2018-12-02,51,False
2018-12-09,25,False
2018-12-16,43,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,24,False
2019-01-13,24,False
2019-01-20,32,False
2019-01-27,24,False
2019-02-03,100,False
2019-02-10,36,False
2019-02-17,37,False
2019-02-24,49,False
2019-03-03,24,False
2019-03-10,24,False
2019-03-17,25,False
2019-03-24,25,False
2019-03-31,79,False
2019-04-07,25,False
2019-04-14,27,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,24,False
2019-05-12,25,False
2019-05-19,37,False
2019-05-26,25,False
2019-06-02,24,False
2019-06-09,40,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,25,False
2019-07-07,49,False
2019-07-14,26,False
2019-07-21,26,False
2019-07-28,47,False
2019-08-04,24,False
2019-08-11,31,False
2019-08-18,24,False
2019-08-25,35,False
2019-09-01,23,False
2019-09-08,24,False
2019-09-15,24,False
2019-09-22,35,False
2019-09-29,23,False
2019-10-06,24,False
2019-10-13,23,False
2019-10-20,92,False
2019-10-27,22,False
2019-11-03,22,False
2019-11-10,0,False
2019-11-17,22,False
2019-11-24,22,False
2019-12-01,66,False
2019-12-08,33,False
2019-12-15,74,False
2019-12-22,0,False
2019-12-29,22,False
2020-01-05,42,False
2020-01-12,28,False
2020-01-19,42,False
2020-01-26,31,False
2020-02-02,44,False
2020-02-09,41,False
2020-02-16,40,False
2020-02-23,30,False
2020-03-01,40,False
2020-03-08,39,False
2020-03-15,45,False
2020-03-22,26,False
2020-03-29,17,False
2020-04-05,46,False
2020-04-12,75,False
2020-04-19,18,False
2020-04-26,41,False
2020-05-03,42,False
2020-05-10,28,False
