date,Schlüsseldienst,isPartial
2018-01-07,27,False
2018-01-14,44,False
2018-01-21,39,False
2018-01-28,26,False
2018-02-04,55,False
2018-02-11,70,False
2018-02-18,27,False
2018-02-25,40,False
2018-03-04,36,False
2018-03-11,41,False
2018-03-18,55,False
2018-03-25,29,False
2018-04-01,58,False
2018-04-08,28,False
2018-04-15,44,False
2018-04-22,0,False
2018-04-29,57,False
2018-05-06,29,False
2018-05-13,28,False
2018-05-20,0,False
2018-05-27,42,False
2018-06-03,27,False
2018-06-10,39,False
2018-06-17,64,False
2018-06-24,29,False
2018-07-01,28,False
2018-07-08,42,False
2018-07-15,38,False
2018-07-22,29,False
2018-07-29,27,False
2018-08-05,54,False
2018-08-12,46,False
2018-08-19,36,False
2018-08-26,28,False
2018-09-02,56,False
2018-09-09,28,False
2018-09-16,42,False
2018-09-23,38,False
2018-09-30,44,False
2018-10-07,39,False
2018-10-14,0,False
2018-10-21,41,False
2018-10-28,81,False
2018-11-04,52,False
2018-11-11,67,False
2018-11-18,90,False
2018-11-25,52,False
2018-12-02,26,False
2018-12-09,27,False
2018-12-16,54,False
2018-12-23,58,False
2018-12-30,40,False
2019-01-06,100,False
2019-01-13,42,False
2019-01-20,62,False
2019-01-27,25,False
2019-02-03,25,False
2019-02-10,0,False
2019-02-17,65,False
2019-02-24,55,False
2019-03-03,26,False
2019-03-10,25,False
2019-03-17,36,False
2019-03-24,54,False
2019-03-31,26,False
2019-04-07,26,False
2019-04-14,54,False
2019-04-21,44,False
2019-04-28,91,False
2019-05-05,49,False
2019-05-12,53,False
2019-05-19,26,False
2019-05-26,52,False
2019-06-02,39,False
2019-06-09,43,False
2019-06-16,54,False
2019-06-23,40,False
2019-06-30,53,False
2019-07-07,35,False
2019-07-14,68,False
2019-07-21,57,False
2019-07-28,37,False
2019-08-04,40,False
2019-08-11,38,False
2019-08-18,26,False
2019-08-25,63,False
2019-09-01,42,False
2019-09-08,65,False
2019-09-15,26,False
2019-09-22,25,False
2019-09-29,50,False
2019-10-06,33,False
2019-10-13,25,False
2019-10-20,37,False
2019-10-27,47,False
2019-11-03,47,False
2019-11-10,48,False
2019-11-17,47,False
2019-11-24,93,False
2019-12-01,47,False
2019-12-08,0,False
2019-12-15,40,False
2019-12-22,26,False
2019-12-29,41,False
2020-01-05,37,False
2020-01-12,58,False
2020-01-19,38,False
2020-01-26,33,False
2020-02-02,33,False
2020-02-09,58,False
2020-02-16,23,False
2020-02-23,29,False
2020-03-01,64,False
2020-03-08,51,False
2020-03-15,47,False
2020-03-22,32,False
2020-03-29,45,False
2020-04-05,21,False
2020-04-12,27,False
2020-04-19,27,False
2020-04-26,63,False
2020-05-03,53,False
2020-05-10,53,False
