date,brico jardin,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,32,False
2018-01-28,21,False
2018-02-04,20,False
2018-02-11,21,False
2018-02-18,29,False
2018-02-25,30,False
2018-03-04,31,False
2018-03-11,56,False
2018-03-18,42,False
2018-03-25,52,False
2018-04-01,36,False
2018-04-08,87,False
2018-04-15,100,False
2018-04-22,48,False
2018-04-29,66,False
2018-05-06,49,False
2018-05-13,0,False
2018-05-20,23,False
2018-05-27,21,False
2018-06-03,22,False
2018-06-10,66,False
2018-06-17,50,False
2018-06-24,25,False
2018-07-01,47,False
2018-07-08,35,False
2018-07-15,49,False
2018-07-22,24,False
2018-07-29,35,False
2018-08-05,22,False
2018-08-12,35,False
2018-08-19,23,False
2018-08-26,23,False
2018-09-02,24,False
2018-09-09,48,False
2018-09-16,24,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,46,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,23,False
2018-12-02,0,False
2018-12-09,48,False
2018-12-16,24,False
2018-12-23,0,False
2018-12-30,51,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,34,False
2019-01-27,22,False
2019-02-03,23,False
2019-02-10,36,False
2019-02-17,0,False
2019-02-24,57,False
2019-03-03,34,False
2019-03-10,55,False
2019-03-17,32,False
2019-03-24,33,False
2019-03-31,47,False
2019-04-07,72,False
2019-04-14,48,False
2019-04-21,39,False
2019-04-28,23,False
2019-05-05,23,False
2019-05-12,59,False
2019-05-19,24,False
2019-05-26,24,False
2019-06-02,36,False
2019-06-09,34,False
2019-06-16,23,False
2019-06-23,31,False
2019-06-30,0,False
2019-07-07,22,False
2019-07-14,22,False
2019-07-21,33,False
2019-07-28,38,False
2019-08-04,42,False
2019-08-11,30,False
2019-08-18,42,False
2019-08-25,0,False
2019-09-01,27,False
2019-09-08,41,False
2019-09-15,44,False
2019-09-22,0,False
2019-09-29,32,False
2019-10-06,22,False
2019-10-13,32,False
2019-10-20,21,False
2019-10-27,0,False
2019-11-03,61,False
2019-11-10,41,False
2019-11-17,21,False
2019-11-24,20,False
2019-12-01,43,False
2019-12-08,21,False
2019-12-15,0,False
2019-12-22,23,False
2019-12-29,22,False
2020-01-05,20,False
2020-01-12,40,False
2020-01-19,21,False
2020-01-26,34,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,40,False
2020-02-23,61,False
2020-03-01,40,False
2020-03-08,19,False
2020-03-15,29,False
2020-03-22,0,False
2020-03-29,17,False
2020-04-05,33,False
2020-04-12,68,False
2020-04-19,62,False
2020-04-26,59,False
2020-05-03,92,False
2020-05-10,53,False
2020-05-17,68,True
