date,brico jardin,isPartial
2018-01-07,14,False
2018-01-14,28,False
2018-01-21,14,False
2018-01-28,28,False
2018-02-04,13,False
2018-02-11,27,False
2018-02-18,28,False
2018-02-25,28,False
2018-03-04,48,False
2018-03-11,80,False
2018-03-18,38,False
2018-03-25,61,False
2018-04-01,47,False
2018-04-08,37,False
2018-04-15,94,False
2018-04-22,61,False
2018-04-29,84,False
2018-05-06,61,False
2018-05-13,38,False
2018-05-20,87,False
2018-05-27,32,False
2018-06-03,33,False
2018-06-10,27,False
2018-06-17,29,False
2018-06-24,29,False
2018-07-01,23,False
2018-07-08,22,False
2018-07-15,26,False
2018-07-22,36,False
2018-07-29,26,False
2018-08-05,24,False
2018-08-12,58,False
2018-08-19,21,False
2018-08-26,44,False
2018-09-02,15,False
2018-09-09,34,False
2018-09-16,50,False
2018-09-23,29,False
2018-09-30,44,False
2018-10-07,29,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,35,False
2018-11-04,19,False
2018-11-11,28,False
2018-11-18,14,False
2018-11-25,14,False
2018-12-02,14,False
2018-12-09,14,False
2018-12-16,15,False
2018-12-23,15,False
2018-12-30,15,False
2019-01-06,0,False
2019-01-13,23,False
2019-01-20,13,False
2019-01-27,13,False
2019-02-03,14,False
2019-02-10,29,False
2019-02-17,37,False
2019-02-24,42,False
2019-03-03,14,False
2019-03-10,14,False
2019-03-17,24,False
2019-03-24,53,False
2019-03-31,48,False
2019-04-07,40,False
2019-04-14,45,False
2019-04-21,51,False
2019-04-28,22,False
2019-05-05,22,False
2019-05-12,51,False
2019-05-19,42,False
2019-05-26,42,False
2019-06-02,19,False
2019-06-09,58,False
2019-06-16,28,False
2019-06-23,60,False
2019-06-30,23,False
2019-07-07,23,False
2019-07-14,25,False
2019-07-21,25,False
2019-07-28,41,False
2019-08-04,39,False
2019-08-11,38,False
2019-08-18,40,False
2019-08-25,32,False
2019-09-01,27,False
2019-09-08,28,False
2019-09-15,27,False
2019-09-22,13,False
2019-09-29,13,False
2019-10-06,0,False
2019-10-13,13,False
2019-10-20,51,False
2019-10-27,19,False
2019-11-03,25,False
2019-11-10,37,False
2019-11-17,13,False
2019-11-24,0,False
2019-12-01,12,False
2019-12-08,19,False
2019-12-15,25,False
2019-12-22,13,False
2019-12-29,19,False
2020-01-05,12,False
2020-01-12,23,False
2020-01-19,12,False
2020-01-26,24,False
2020-02-02,24,False
2020-02-09,28,False
2020-02-16,49,False
2020-02-23,24,False
2020-03-01,23,False
2020-03-08,30,False
2020-03-15,26,False
2020-03-22,19,False
2020-03-29,35,False
2020-04-05,73,False
2020-04-12,56,False
2020-04-19,58,False
2020-04-26,57,False
2020-05-03,74,False
2020-05-10,82,False
2020-05-17,100,True
