date,brico jardin,isPartial
2018-01-07,46,False
2018-01-14,60,False
2018-01-21,30,False
2018-01-28,0,False
2018-02-04,30,False
2018-02-11,61,False
2018-02-18,30,False
2018-02-25,40,False
2018-03-04,83,False
2018-03-11,31,False
2018-03-18,61,False
2018-03-25,92,False
2018-04-01,45,False
2018-04-08,71,False
2018-04-15,53,False
2018-04-22,100,False
2018-04-29,79,False
2018-05-06,94,False
2018-05-13,62,False
2018-05-20,63,False
2018-05-27,46,False
2018-06-03,44,False
2018-06-10,58,False
2018-06-17,46,False
2018-06-24,31,False
2018-07-01,60,False
2018-07-08,31,False
2018-07-15,64,False
2018-07-22,62,False
2018-07-29,31,False
2018-08-05,30,False
2018-08-12,0,False
2018-08-19,61,False
2018-08-26,75,False
2018-09-02,31,False
2018-09-09,31,False
2018-09-16,60,False
2018-09-23,62,False
2018-09-30,31,False
2018-10-07,0,False
2018-10-14,32,False
2018-10-21,0,False
2018-10-28,30,False
2018-11-04,0,False
2018-11-11,31,False
2018-11-18,30,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,31,False
2018-12-16,0,False
2018-12-23,66,False
2018-12-30,32,False
2019-01-06,0,False
2019-01-13,30,False
2019-01-20,0,False
2019-01-27,29,False
2019-02-03,0,False
2019-02-10,32,False
2019-02-17,32,False
2019-02-24,30,False
2019-03-03,30,False
2019-03-10,41,False
2019-03-17,95,False
2019-03-24,64,False
2019-03-31,42,False
2019-04-07,32,False
2019-04-14,53,False
2019-04-21,88,False
2019-04-28,58,False
2019-05-05,43,False
2019-05-12,62,False
2019-05-19,40,False
2019-05-26,68,False
2019-06-02,27,False
2019-06-09,43,False
2019-06-16,0,False
2019-06-23,30,False
2019-06-30,45,False
2019-07-07,59,False
2019-07-14,44,False
2019-07-21,30,False
2019-07-28,45,False
2019-08-04,57,False
2019-08-11,0,False
2019-08-18,44,False
2019-08-25,28,False
2019-09-01,57,False
2019-09-08,29,False
2019-09-15,0,False
2019-09-22,28,False
2019-09-29,0,False
2019-10-06,28,False
2019-10-13,56,False
2019-10-20,27,False
2019-10-27,26,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,27,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,27,False
2019-12-15,28,False
2019-12-22,0,False
2019-12-29,37,False
2020-01-05,26,False
2020-01-12,26,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,39,False
2020-02-16,26,False
2020-02-23,51,False
2020-03-01,38,False
2020-03-08,75,False
2020-03-15,55,False
2020-03-22,21,False
2020-03-29,35,False
2020-04-05,32,False
2020-04-12,89,False
2020-04-19,66,False
2020-04-26,75,False
2020-05-03,41,False
2020-05-10,60,False
2020-05-17,66,True
