date,brico jardin,isPartial
2018-01-07,25,False
2018-01-14,50,False
2018-01-21,25,False
2018-01-28,50,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,26,False
2018-02-25,26,False
2018-03-04,40,False
2018-03-11,60,False
2018-03-18,26,False
2018-03-25,26,False
2018-04-01,43,False
2018-04-08,69,False
2018-04-15,100,False
2018-04-22,64,False
2018-04-29,27,False
2018-05-06,47,False
2018-05-13,70,False
2018-05-20,40,False
2018-05-27,26,False
2018-06-03,52,False
2018-06-10,25,False
2018-06-17,53,False
2018-06-24,53,False
2018-07-01,69,False
2018-07-08,55,False
2018-07-15,29,False
2018-07-22,88,False
2018-07-29,86,False
2018-08-05,0,False
2018-08-12,61,False
2018-08-19,29,False
2018-08-26,41,False
2018-09-02,36,False
2018-09-09,41,False
2018-09-16,53,False
2018-09-23,26,False
2018-09-30,27,False
2018-10-07,27,False
2018-10-14,27,False
2018-10-21,0,False
2018-10-28,27,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,51,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,26,False
2018-12-16,0,False
2018-12-23,29,False
2018-12-30,28,False
2019-01-06,39,False
2019-01-13,25,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,25,False
2019-02-10,27,False
2019-02-17,45,False
2019-02-24,51,False
2019-03-03,25,False
2019-03-10,39,False
2019-03-17,78,False
2019-03-24,40,False
2019-03-31,61,False
2019-04-07,55,False
2019-04-14,75,False
2019-04-21,77,False
2019-04-28,65,False
2019-05-05,49,False
2019-05-12,26,False
2019-05-19,34,False
2019-05-26,51,False
2019-06-02,24,False
2019-06-09,72,False
2019-06-16,34,False
2019-06-23,64,False
2019-06-30,39,False
2019-07-07,67,False
2019-07-14,27,False
2019-07-21,37,False
2019-07-28,0,False
2019-08-04,71,False
2019-08-11,28,False
2019-08-18,28,False
2019-08-25,38,False
2019-09-01,25,False
2019-09-08,37,False
2019-09-15,37,False
2019-09-22,23,False
2019-09-29,24,False
2019-10-06,23,False
2019-10-13,24,False
2019-10-20,0,False
2019-10-27,23,False
2019-11-03,23,False
2019-11-10,22,False
2019-11-17,46,False
2019-11-24,22,False
2019-12-01,23,False
2019-12-08,22,False
2019-12-15,0,False
2019-12-22,24,False
2019-12-29,24,False
2020-01-05,36,False
2020-01-12,64,False
2020-01-19,33,False
2020-01-26,22,False
2020-02-02,22,False
2020-02-09,0,False
2020-02-16,33,False
2020-02-23,33,False
2020-03-01,32,False
2020-03-08,31,False
2020-03-15,37,False
2020-03-22,36,False
2020-03-29,24,False
2020-04-05,92,False
2020-04-12,82,False
2020-04-19,62,False
2020-04-26,74,False
2020-05-03,52,False
2020-05-10,56,False
2020-05-17,100,True
