date,brico jardin,isPartial
2018-01-07,15,False
2018-01-14,0,False
2018-01-21,15,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,15,False
2018-02-18,31,False
2018-02-25,15,False
2018-03-04,20,False
2018-03-11,40,False
2018-03-18,31,False
2018-03-25,31,False
2018-04-01,68,False
2018-04-08,74,False
2018-04-15,100,False
2018-04-22,48,False
2018-04-29,49,False
2018-05-06,48,False
2018-05-13,36,False
2018-05-20,37,False
2018-05-27,21,False
2018-06-03,0,False
2018-06-10,45,False
2018-06-17,37,False
2018-06-24,26,False
2018-07-01,36,False
2018-07-08,27,False
2018-07-15,18,False
2018-07-22,61,False
2018-07-29,34,False
2018-08-05,35,False
2018-08-12,26,False
2018-08-19,17,False
2018-08-26,27,False
2018-09-02,16,False
2018-09-09,16,False
2018-09-16,16,False
2018-09-23,0,False
2018-09-30,32,False
2018-10-07,16,False
2018-10-14,16,False
2018-10-21,33,False
2018-10-28,16,False
2018-11-04,16,False
2018-11-11,15,False
2018-11-18,15,False
2018-11-25,0,False
2018-12-02,16,False
2018-12-09,24,False
2018-12-16,0,False
2018-12-23,17,False
2018-12-30,16,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,15,False
2019-02-03,31,False
2019-02-10,16,False
2019-02-17,32,False
2019-02-24,26,False
2019-03-03,0,False
2019-03-10,15,False
2019-03-17,24,False
2019-03-24,63,False
2019-03-31,68,False
2019-04-07,32,False
2019-04-14,33,False
2019-04-21,26,False
2019-04-28,37,False
2019-05-05,24,False
2019-05-12,21,False
2019-05-19,31,False
2019-05-26,51,False
2019-06-02,34,False
2019-06-09,30,False
2019-06-16,39,False
2019-06-23,47,False
2019-06-30,47,False
2019-07-07,23,False
2019-07-14,33,False
2019-07-21,28,False
2019-07-28,17,False
2019-08-04,34,False
2019-08-11,49,False
2019-08-18,17,False
2019-08-25,47,False
2019-09-01,0,False
2019-09-08,15,False
2019-09-15,23,False
2019-09-22,0,False
2019-09-29,14,False
2019-10-06,14,False
2019-10-13,14,False
2019-10-20,22,False
2019-10-27,14,False
2019-11-03,14,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,13,False
2019-12-01,14,False
2019-12-08,0,False
2019-12-15,14,False
2019-12-22,0,False
2019-12-29,14,False
2020-01-05,13,False
2020-01-12,13,False
2020-01-19,27,False
2020-01-26,0,False
2020-02-02,13,False
2020-02-09,17,False
2020-02-16,20,False
2020-02-23,0,False
2020-03-01,19,False
2020-03-08,29,False
2020-03-15,45,False
2020-03-22,21,False
2020-03-29,18,False
2020-04-05,61,False
2020-04-12,37,False
2020-04-19,52,False
2020-04-26,47,False
2020-05-03,54,False
2020-05-10,44,False
2020-05-17,83,True
