date,brico jardin,isPartial
2018-01-07,7,False
2018-01-14,11,False
2018-01-21,14,False
2018-01-28,20,False
2018-02-04,15,False
2018-02-11,22,False
2018-02-18,31,False
2018-02-25,20,False
2018-03-04,34,False
2018-03-11,43,False
2018-03-18,23,False
2018-03-25,43,False
2018-04-01,64,False
2018-04-08,71,False
2018-04-15,85,False
2018-04-22,77,False
2018-04-29,75,False
2018-05-06,65,False
2018-05-13,48,False
2018-05-20,74,False
2018-05-27,27,False
2018-06-03,34,False
2018-06-10,25,False
2018-06-17,20,False
2018-06-24,29,False
2018-07-01,23,False
2018-07-08,25,False
2018-07-15,31,False
2018-07-22,29,False
2018-07-29,31,False
2018-08-05,44,False
2018-08-12,34,False
2018-08-19,16,False
2018-08-26,12,False
2018-09-02,15,False
2018-09-09,27,False
2018-09-16,20,False
2018-09-23,15,False
2018-09-30,7,False
2018-10-07,15,False
2018-10-14,14,False
2018-10-21,9,False
2018-10-28,18,False
2018-11-04,13,False
2018-11-11,9,False
2018-11-18,11,False
2018-11-25,17,False
2018-12-02,7,False
2018-12-09,6,False
2018-12-16,9,False
2018-12-23,10,False
2018-12-30,13,False
2019-01-06,11,False
2019-01-13,8,False
2019-01-20,7,False
2019-01-27,11,False
2019-02-03,10,False
2019-02-10,22,False
2019-02-17,24,False
2019-02-24,30,False
2019-03-03,18,False
2019-03-10,41,False
2019-03-17,41,False
2019-03-24,56,False
2019-03-31,68,False
2019-04-07,41,False
2019-04-14,49,False
2019-04-21,50,False
2019-04-28,37,False
2019-05-05,42,False
2019-05-12,31,False
2019-05-19,33,False
2019-05-26,52,False
2019-06-02,35,False
2019-06-09,31,False
2019-06-16,19,False
2019-06-23,35,False
2019-06-30,37,False
2019-07-07,32,False
2019-07-14,23,False
2019-07-21,29,False
2019-07-28,30,False
2019-08-04,22,False
2019-08-11,21,False
2019-08-18,32,False
2019-08-25,30,False
2019-09-01,26,False
2019-09-08,13,False
2019-09-15,15,False
2019-09-22,13,False
2019-09-29,18,False
2019-10-06,9,False
2019-10-13,17,False
2019-10-20,11,False
2019-10-27,12,False
2019-11-03,5,False
2019-11-10,11,False
2019-11-17,15,False
2019-11-24,8,False
2019-12-01,5,False
2019-12-08,11,False
2019-12-15,8,False
2019-12-22,13,False
2019-12-29,12,False
2020-01-05,12,False
2020-01-12,12,False
2020-01-19,5,False
2020-01-26,16,False
2020-02-02,18,False
2020-02-09,22,False
2020-02-16,20,False
2020-02-23,28,False
2020-03-01,21,False
2020-03-08,27,False
2020-03-15,20,False
2020-03-22,24,False
2020-03-29,20,False
2020-04-05,63,False
2020-04-12,54,False
2020-04-19,44,False
2020-04-26,54,False
2020-05-03,77,False
2020-05-10,47,False
2020-05-17,100,True
