date,brico jardin,isPartial
2018-01-07,0,False
2018-01-14,22,False
2018-01-21,22,False
2018-01-28,44,False
2018-02-04,0,False
2018-02-11,23,False
2018-02-18,46,False
2018-02-25,22,False
2018-03-04,45,False
2018-03-11,30,False
2018-03-18,45,False
2018-03-25,30,False
2018-04-01,46,False
2018-04-08,82,False
2018-04-15,100,False
2018-04-22,52,False
2018-04-29,67,False
2018-05-06,70,False
2018-05-13,34,False
2018-05-20,63,False
2018-05-27,23,False
2018-06-03,30,False
2018-06-10,44,False
2018-06-17,23,False
2018-06-24,34,False
2018-07-01,22,False
2018-07-08,61,False
2018-07-15,40,False
2018-07-22,24,False
2018-07-29,24,False
2018-08-05,32,False
2018-08-12,25,False
2018-08-19,33,False
2018-08-26,24,False
2018-09-02,0,False
2018-09-09,24,False
2018-09-16,47,False
2018-09-23,48,False
2018-09-30,24,False
2018-10-07,23,False
2018-10-14,24,False
2018-10-21,0,False
2018-10-28,37,False
2018-11-04,22,False
2018-11-11,23,False
2018-11-18,22,False
2018-11-25,0,False
2018-12-02,22,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,24,False
2018-12-30,24,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,21,False
2019-01-27,43,False
2019-02-03,22,False
2019-02-10,22,False
2019-02-17,24,False
2019-02-24,57,False
2019-03-03,33,False
2019-03-10,22,False
2019-03-17,23,False
2019-03-24,23,False
2019-03-31,61,False
2019-04-07,30,False
2019-04-14,31,False
2019-04-21,45,False
2019-04-28,22,False
2019-05-05,43,False
2019-05-12,22,False
2019-05-19,33,False
2019-05-26,56,False
2019-06-02,28,False
2019-06-09,21,False
2019-06-16,23,False
2019-06-23,22,False
2019-06-30,44,False
2019-07-07,78,False
2019-07-14,23,False
2019-07-21,45,False
2019-07-28,47,False
2019-08-04,0,False
2019-08-11,31,False
2019-08-18,35,False
2019-08-25,0,False
2019-09-01,22,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,0,False
2019-09-29,21,False
2019-10-06,31,False
2019-10-13,31,False
2019-10-20,21,False
2019-10-27,40,False
2019-11-03,0,False
2019-11-10,20,False
2019-11-17,0,False
2019-11-24,20,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,20,False
2020-01-05,20,False
2020-01-12,19,False
2020-01-19,49,False
2020-01-26,19,False
2020-02-02,0,False
2020-02-09,19,False
2020-02-16,57,False
2020-02-23,38,False
2020-03-01,38,False
2020-03-08,19,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,27,False
2020-04-05,49,False
2020-04-12,50,False
2020-04-19,73,False
2020-04-26,47,False
2020-05-03,21,False
2020-05-10,44,False
2020-05-17,84,True
