date,brico jardin,isPartial
2018-01-07,13,False
2018-01-14,22,False
2018-01-21,13,False
2018-01-28,20,False
2018-02-04,34,False
2018-02-11,41,False
2018-02-18,28,False
2018-02-25,18,False
2018-03-04,76,False
2018-03-11,36,False
2018-03-18,27,False
2018-03-25,31,False
2018-04-01,47,False
2018-04-08,69,False
2018-04-15,88,False
2018-04-22,71,False
2018-04-29,64,False
2018-05-06,70,False
2018-05-13,49,False
2018-05-20,63,False
2018-05-27,31,False
2018-06-03,34,False
2018-06-10,37,False
2018-06-17,27,False
2018-06-24,22,False
2018-07-01,30,False
2018-07-08,30,False
2018-07-15,43,False
2018-07-22,22,False
2018-07-29,25,False
2018-08-05,24,False
2018-08-12,33,False
2018-08-19,34,False
2018-08-26,25,False
2018-09-02,19,False
2018-09-09,35,False
2018-09-16,22,False
2018-09-23,27,False
2018-09-30,20,False
2018-10-07,21,False
2018-10-14,20,False
2018-10-21,14,False
2018-10-28,13,False
2018-11-04,19,False
2018-11-11,27,False
2018-11-18,20,False
2018-11-25,13,False
2018-12-02,13,False
2018-12-09,13,False
2018-12-16,20,False
2018-12-23,15,False
2018-12-30,24,False
2019-01-06,27,False
2019-01-13,18,False
2019-01-20,19,False
2019-01-27,13,False
2019-02-03,26,False
2019-02-10,38,False
2019-02-17,29,False
2019-02-24,44,False
2019-03-03,40,False
2019-03-10,53,False
2019-03-17,64,False
2019-03-24,66,False
2019-03-31,31,False
2019-04-07,42,False
2019-04-14,32,False
2019-04-21,27,False
2019-04-28,33,False
2019-05-05,22,False
2019-05-12,45,False
2019-05-19,40,False
2019-05-26,34,False
2019-06-02,31,False
2019-06-09,32,False
2019-06-16,52,False
2019-06-23,26,False
2019-06-30,21,False
2019-07-07,42,False
2019-07-14,21,False
2019-07-21,22,False
2019-07-28,19,False
2019-08-04,22,False
2019-08-11,25,False
2019-08-18,38,False
2019-08-25,22,False
2019-09-01,29,False
2019-09-08,32,False
2019-09-15,26,False
2019-09-22,15,False
2019-09-29,30,False
2019-10-06,29,False
2019-10-13,22,False
2019-10-20,11,False
2019-10-27,25,False
2019-11-03,15,False
2019-11-10,31,False
2019-11-17,15,False
2019-11-24,18,False
2019-12-01,11,False
2019-12-08,25,False
2019-12-15,0,False
2019-12-22,23,False
2019-12-29,15,False
2020-01-05,10,False
2020-01-12,15,False
2020-01-19,17,False
2020-01-26,20,False
2020-02-02,24,False
2020-02-09,25,False
2020-02-16,27,False
2020-02-23,10,False
2020-03-01,36,False
2020-03-08,33,False
2020-03-15,34,False
2020-03-22,28,False
2020-03-29,33,False
2020-04-05,54,False
2020-04-12,57,False
2020-04-19,90,False
2020-04-26,49,False
2020-05-03,100,False
2020-05-10,57,False
2020-05-17,88,True
