date,foto bimbi,isPartial
2018-01-07,27,False
2018-01-14,27,False
2018-01-21,26,False
2018-01-28,0,False
2018-02-04,91,False
2018-02-11,100,False
2018-02-18,0,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,24,False
2018-03-18,61,False
2018-03-25,26,False
2018-04-01,27,False
2018-04-08,0,False
2018-04-15,25,False
2018-04-22,79,False
2018-04-29,0,False
2018-05-06,71,False
2018-05-13,59,False
2018-05-20,24,False
2018-05-27,0,False
2018-06-03,76,False
2018-06-10,24,False
2018-06-17,35,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,0,False
2018-07-15,25,False
2018-07-22,0,False
2018-07-29,27,False
2018-08-05,28,False
2018-08-12,0,False
2018-08-19,34,False
2018-08-26,57,False
2018-09-02,49,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,24,False
2018-09-30,36,False
2018-10-07,24,False
2018-10-14,25,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,23,False
2018-11-11,47,False
2018-11-18,24,False
2018-11-25,24,False
2018-12-02,33,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,32,False
2018-12-30,28,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,25,False
2019-01-27,68,False
2019-02-03,26,False
2019-02-10,0,False
2019-02-17,26,False
2019-02-24,47,False
2019-03-03,28,False
2019-03-10,28,False
2019-03-17,69,False
2019-03-24,27,False
2019-03-31,0,False
2019-04-07,25,False
2019-04-14,26,False
2019-04-21,30,False
2019-04-28,26,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,39,False
2019-05-26,0,False
2019-06-02,26,False
2019-06-09,0,False
2019-06-16,28,False
2019-06-23,27,False
2019-06-30,0,False
2019-07-07,52,False
2019-07-14,0,False
2019-07-21,28,False
2019-07-28,0,False
2019-08-04,64,False
2019-08-11,70,False
2019-08-18,33,False
2019-08-25,29,False
2019-09-01,25,False
2019-09-08,0,False
2019-09-15,25,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,39,False
2019-10-13,26,False
2019-10-20,38,False
2019-10-27,0,False
2019-11-03,24,False
2019-11-10,25,False
2019-11-17,0,False
2019-11-24,37,False
2019-12-01,26,False
2019-12-08,25,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,26,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,47,False
2020-02-09,36,False
2020-02-16,24,False
2020-02-23,23,False
2020-03-01,0,False
2020-03-08,23,False
2020-03-15,23,False
2020-03-22,0,False
2020-03-29,22,False
2020-04-05,35,False
2020-04-12,0,False
2020-04-19,54,False
2020-04-26,38,True
