date,Zimmermann,isPartial
2018-01-07,49,False
2018-01-14,37,False
2018-01-21,53,False
2018-01-28,38,False
2018-02-04,51,False
2018-02-11,42,False
2018-02-18,39,False
2018-02-25,41,False
2018-03-04,38,False
2018-03-11,45,False
2018-03-18,39,False
2018-03-25,40,False
2018-04-01,37,False
2018-04-08,40,False
2018-04-15,39,False
2018-04-22,38,False
2018-04-29,44,False
2018-05-06,41,False
2018-05-13,37,False
2018-05-20,39,False
2018-05-27,43,False
2018-06-03,49,False
2018-06-10,40,False
2018-06-17,41,False
2018-06-24,37,False
2018-07-01,41,False
2018-07-08,36,False
2018-07-15,39,False
2018-07-22,43,False
2018-07-29,42,False
2018-08-05,41,False
2018-08-12,39,False
2018-08-19,38,False
2018-08-26,38,False
2018-09-02,39,False
2018-09-09,40,False
2018-09-16,38,False
2018-09-23,36,False
2018-09-30,37,False
2018-10-07,39,False
2018-10-14,38,False
2018-10-21,49,False
2018-10-28,35,False
2018-11-04,41,False
2018-11-11,37,False
2018-11-18,35,False
2018-11-25,38,False
2018-12-02,37,False
2018-12-09,39,False
2018-12-16,44,False
2018-12-23,34,False
2018-12-30,36,False
2019-01-06,34,False
2019-01-13,36,False
2019-01-20,35,False
2019-01-27,38,False
2019-02-03,40,False
2019-02-10,40,False
2019-02-17,37,False
2019-02-24,40,False
2019-03-03,37,False
2019-03-10,36,False
2019-03-17,36,False
2019-03-24,38,False
2019-03-31,40,False
2019-04-07,37,False
2019-04-14,38,False
2019-04-21,38,False
2019-04-28,38,False
2019-05-05,47,False
2019-05-12,40,False
2019-05-19,36,False
2019-05-26,37,False
2019-06-02,38,False
2019-06-09,38,False
2019-06-16,35,False
2019-06-23,37,False
2019-06-30,37,False
2019-07-07,39,False
2019-07-14,39,False
2019-07-21,37,False
2019-07-28,38,False
2019-08-04,35,False
2019-08-11,35,False
2019-08-18,36,False
2019-08-25,39,False
2019-09-01,36,False
2019-09-08,35,False
2019-09-15,33,False
2019-09-22,37,False
2019-09-29,35,False
2019-10-06,36,False
2019-10-13,35,False
2019-10-20,37,False
2019-10-27,35,False
2019-11-03,37,False
2019-11-10,35,False
2019-11-17,41,False
2019-11-24,35,False
2019-12-01,39,False
2019-12-08,37,False
2019-12-15,38,False
2019-12-22,33,False
2019-12-29,36,False
2020-01-05,34,False
2020-01-12,37,False
2020-01-19,34,False
2020-01-26,35,False
2020-02-02,35,False
2020-02-09,39,False
2020-02-16,35,False
2020-02-23,35,False
2020-03-01,36,False
2020-03-08,31,False
2020-03-15,36,False
2020-03-22,38,False
2020-03-29,35,False
2020-04-05,36,False
2020-04-12,36,False
2020-04-19,48,False
2020-04-26,36,False
2020-05-03,100,False
2020-05-10,38,False
