date,Zimmermann,isPartial
2018-01-07,45,False
2018-01-14,18,False
2018-01-21,37,False
2018-01-28,20,False
2018-02-04,31,False
2018-02-11,22,False
2018-02-18,30,False
2018-02-25,30,False
2018-03-04,22,False
2018-03-11,25,False
2018-03-18,10,False
2018-03-25,25,False
2018-04-01,24,False
2018-04-08,15,False
2018-04-15,19,False
2018-04-22,17,False
2018-04-29,19,False
2018-05-06,23,False
2018-05-13,17,False
2018-05-20,22,False
2018-05-27,39,False
2018-06-03,37,False
2018-06-10,30,False
2018-06-17,23,False
2018-06-24,30,False
2018-07-01,35,False
2018-07-08,13,False
2018-07-15,27,False
2018-07-22,25,False
2018-07-29,30,False
2018-08-05,31,False
2018-08-12,25,False
2018-08-19,22,False
2018-08-26,23,False
2018-09-02,30,False
2018-09-09,46,False
2018-09-16,21,False
2018-09-23,32,False
2018-09-30,19,False
2018-10-07,24,False
2018-10-14,19,False
2018-10-21,43,False
2018-10-28,18,False
2018-11-04,14,False
2018-11-11,25,False
2018-11-18,12,False
2018-11-25,19,False
2018-12-02,20,False
2018-12-09,11,False
2018-12-16,36,False
2018-12-23,20,False
2018-12-30,45,False
2019-01-06,23,False
2019-01-13,19,False
2019-01-20,23,False
2019-01-27,33,False
2019-02-03,30,False
2019-02-10,37,False
2019-02-17,27,False
2019-02-24,27,False
2019-03-03,29,False
2019-03-10,21,False
2019-03-17,22,False
2019-03-24,19,False
2019-03-31,28,False
2019-04-07,29,False
2019-04-14,33,False
2019-04-21,19,False
2019-04-28,21,False
2019-05-05,37,False
2019-05-12,27,False
2019-05-19,19,False
2019-05-26,31,False
2019-06-02,21,False
2019-06-09,18,False
2019-06-16,28,False
2019-06-23,26,False
2019-06-30,24,False
2019-07-07,26,False
2019-07-14,20,False
2019-07-21,18,False
2019-07-28,20,False
2019-08-04,18,False
2019-08-11,17,False
2019-08-18,19,False
2019-08-25,21,False
2019-09-01,24,False
2019-09-08,20,False
2019-09-15,22,False
2019-09-22,30,False
2019-09-29,26,False
2019-10-06,25,False
2019-10-13,26,False
2019-10-20,24,False
2019-10-27,23,False
2019-11-03,28,False
2019-11-10,25,False
2019-11-17,39,False
2019-11-24,21,False
2019-12-01,25,False
2019-12-08,24,False
2019-12-15,36,False
2019-12-22,18,False
2019-12-29,22,False
2020-01-05,18,False
2020-01-12,16,False
2020-01-19,15,False
2020-01-26,22,False
2020-02-02,21,False
2020-02-09,25,False
2020-02-16,15,False
2020-02-23,25,False
2020-03-01,20,False
2020-03-08,15,False
2020-03-15,25,False
2020-03-22,14,False
2020-03-29,15,False
2020-04-05,20,False
2020-04-12,22,False
2020-04-19,32,False
2020-04-26,24,False
2020-05-03,100,False
2020-05-10,22,False
