date,Zimmermann,isPartial
2018-01-07,53,False
2018-01-14,44,False
2018-01-21,38,False
2018-01-28,38,False
2018-02-04,60,False
2018-02-11,50,False
2018-02-18,38,False
2018-02-25,31,False
2018-03-04,34,False
2018-03-11,43,False
2018-03-18,31,False
2018-03-25,37,False
2018-04-01,34,False
2018-04-08,37,False
2018-04-15,17,False
2018-04-22,49,False
2018-04-29,44,False
2018-05-06,26,False
2018-05-13,23,False
2018-05-20,30,False
2018-05-27,47,False
2018-06-03,38,False
2018-06-10,33,False
2018-06-17,41,False
2018-06-24,44,False
2018-07-01,50,False
2018-07-08,38,False
2018-07-15,45,False
2018-07-22,37,False
2018-07-29,42,False
2018-08-05,35,False
2018-08-12,29,False
2018-08-19,39,False
2018-08-26,37,False
2018-09-02,45,False
2018-09-09,29,False
2018-09-16,40,False
2018-09-23,25,False
2018-09-30,39,False
2018-10-07,54,False
2018-10-14,50,False
2018-10-21,35,False
2018-10-28,33,False
2018-11-04,36,False
2018-11-11,43,False
2018-11-18,24,False
2018-11-25,52,False
2018-12-02,39,False
2018-12-09,31,False
2018-12-16,32,False
2018-12-23,30,False
2018-12-30,21,False
2019-01-06,36,False
2019-01-13,30,False
2019-01-20,54,False
2019-01-27,44,False
2019-02-03,35,False
2019-02-10,48,False
2019-02-17,31,False
2019-02-24,33,False
2019-03-03,28,False
2019-03-10,35,False
2019-03-17,41,False
2019-03-24,31,False
2019-03-31,33,False
2019-04-07,44,False
2019-04-14,46,False
2019-04-21,40,False
2019-04-28,41,False
2019-05-05,44,False
2019-05-12,38,False
2019-05-19,27,False
2019-05-26,32,False
2019-06-02,52,False
2019-06-09,28,False
2019-06-16,26,False
2019-06-23,32,False
2019-06-30,38,False
2019-07-07,25,False
2019-07-14,38,False
2019-07-21,15,False
2019-07-28,34,False
2019-08-04,35,False
2019-08-11,45,False
2019-08-18,62,False
2019-08-25,39,False
2019-09-01,28,False
2019-09-08,30,False
2019-09-15,42,False
2019-09-22,32,False
2019-09-29,33,False
2019-10-06,27,False
2019-10-13,44,False
2019-10-20,24,False
2019-10-27,39,False
2019-11-03,36,False
2019-11-10,32,False
2019-11-17,35,False
2019-11-24,36,False
2019-12-01,34,False
2019-12-08,21,False
2019-12-15,35,False
2019-12-22,23,False
2019-12-29,21,False
2020-01-05,33,False
2020-01-12,36,False
2020-01-19,32,False
2020-01-26,19,False
2020-02-02,32,False
2020-02-09,35,False
2020-02-16,36,False
2020-02-23,32,False
2020-03-01,25,False
2020-03-08,29,False
2020-03-15,18,False
2020-03-22,24,False
2020-03-29,33,False
2020-04-05,14,False
2020-04-12,23,False
2020-04-19,36,False
2020-04-26,22,False
2020-05-03,100,False
2020-05-10,37,False
2020-05-17,39,False
2020-05-24,26,False
2020-05-31,29,False
2020-06-07,36,False
2020-06-14,49,False
2020-06-21,41,False
2020-06-28,32,False
2020-07-05,35,False
