date,immagini matrimonio,isPartial
2018-01-07,52,False
2018-01-14,21,False
2018-01-21,0,False
2018-01-28,21,False
2018-02-04,41,False
2018-02-11,64,False
2018-02-18,43,False
2018-02-25,22,False
2018-03-04,22,False
2018-03-11,23,False
2018-03-18,23,False
2018-03-25,24,False
2018-04-01,62,False
2018-04-08,56,False
2018-04-15,45,False
2018-04-22,71,False
2018-04-29,34,False
2018-05-06,70,False
2018-05-13,90,False
2018-05-20,23,False
2018-05-27,47,False
2018-06-03,94,False
2018-06-10,32,False
2018-06-17,33,False
2018-06-24,66,False
2018-07-01,91,False
2018-07-08,56,False
2018-07-15,46,False
2018-07-22,100,False
2018-07-29,32,False
2018-08-05,42,False
2018-08-12,43,False
2018-08-19,40,False
2018-08-26,53,False
2018-09-02,97,False
2018-09-09,66,False
2018-09-16,32,False
2018-09-23,53,False
2018-09-30,65,False
2018-10-07,33,False
2018-10-14,22,False
2018-10-21,34,False
2018-10-28,22,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,23,False
2018-12-02,24,False
2018-12-09,47,False
2018-12-16,49,False
2018-12-23,26,False
2018-12-30,0,False
2019-01-06,22,False
2019-01-13,0,False
2019-01-20,31,False
2019-01-27,84,False
2019-02-03,21,False
2019-02-10,21,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,21,False
2019-03-24,43,False
2019-03-31,21,False
2019-04-07,22,False
2019-04-14,33,False
2019-04-21,46,False
2019-04-28,43,False
2019-05-05,22,False
2019-05-12,52,False
2019-05-19,43,False
2019-05-26,30,False
2019-06-02,21,False
2019-06-09,33,False
2019-06-16,46,False
2019-06-23,55,False
2019-06-30,23,False
2019-07-07,22,False
2019-07-14,43,False
2019-07-21,56,False
2019-07-28,77,False
2019-08-04,32,False
2019-08-11,22,False
2019-08-18,20,False
2019-08-25,39,False
2019-09-01,58,False
2019-09-08,82,False
2019-09-15,71,False
2019-09-22,41,False
2019-09-29,52,False
2019-10-06,42,False
2019-10-13,43,False
2019-10-20,40,False
2019-10-27,31,False
2019-11-03,30,False
2019-11-10,21,False
2019-11-17,21,False
2019-11-24,0,False
2019-12-01,21,False
2019-12-08,43,False
2019-12-15,22,False
2019-12-22,47,False
2019-12-29,23,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,41,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,41,False
2020-02-23,20,False
2020-03-01,19,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,16,False
2020-04-05,18,False
2020-04-12,35,False
2020-04-19,33,False
2020-04-26,29,True
