date,Rohrleitungsbau,isPartial
2018-01-07,48,False
2018-01-14,41,False
2018-01-21,48,False
2018-01-28,55,False
2018-02-04,53,False
2018-02-11,36,False
2018-02-18,29,False
2018-02-25,75,False
2018-03-04,32,False
2018-03-11,50,False
2018-03-18,0,False
2018-03-25,38,False
2018-04-01,39,False
2018-04-08,51,False
2018-04-15,67,False
2018-04-22,36,False
2018-04-29,44,False
2018-05-06,30,False
2018-05-13,42,False
2018-05-20,23,False
2018-05-27,23,False
2018-06-03,21,False
2018-06-10,51,False
2018-06-17,34,False
2018-06-24,34,False
2018-07-01,41,False
2018-07-08,47,False
2018-07-15,31,False
2018-07-22,31,False
2018-07-29,42,False
2018-08-05,55,False
2018-08-12,46,False
2018-08-19,23,False
2018-08-26,34,False
2018-09-02,37,False
2018-09-09,54,False
2018-09-16,22,False
2018-09-23,21,False
2018-09-30,32,False
2018-10-07,21,False
2018-10-14,43,False
2018-10-21,32,False
2018-10-28,21,False
2018-11-04,20,False
2018-11-11,55,False
2018-11-18,47,False
2018-11-25,41,False
2018-12-02,20,False
2018-12-09,41,False
2018-12-16,42,False
2018-12-23,25,False
2018-12-30,33,False
2019-01-06,39,False
2019-01-13,29,False
2019-01-20,38,False
2019-01-27,45,False
2019-02-03,29,False
2019-02-10,78,False
2019-02-17,29,False
2019-02-24,47,False
2019-03-03,61,False
2019-03-10,69,False
2019-03-17,42,False
2019-03-24,21,False
2019-03-31,52,False
2019-04-07,27,False
2019-04-14,89,False
2019-04-21,21,False
2019-04-28,20,False
2019-05-05,77,False
2019-05-12,100,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,20,False
2019-06-09,28,False
2019-06-16,28,False
2019-06-23,41,False
2019-06-30,27,False
2019-07-07,45,False
2019-07-14,20,False
2019-07-21,42,False
2019-07-28,61,False
2019-08-04,42,False
2019-08-11,21,False
2019-08-18,44,False
2019-08-25,0,False
2019-09-01,30,False
2019-09-08,30,False
2019-09-15,30,False
2019-09-22,20,False
2019-09-29,26,False
2019-10-06,45,False
2019-10-13,19,False
2019-10-20,25,False
2019-10-27,19,False
2019-11-03,31,False
2019-11-10,28,False
2019-11-17,38,False
2019-11-24,49,False
2019-12-01,29,False
2019-12-08,19,False
2019-12-15,20,False
2019-12-22,45,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,30,False
2020-01-19,30,False
2020-01-26,42,False
2020-02-02,41,False
2020-02-09,34,False
2020-02-16,37,False
2020-02-23,36,False
2020-03-01,35,False
2020-03-08,39,False
2020-03-15,40,False
2020-03-22,16,False
2020-03-29,32,False
2020-04-05,36,False
2020-04-12,17,False
2020-04-19,44,False
2020-04-26,24,False
2020-05-03,33,False
2020-05-10,25,False
