date,Rohrleitungsbau,isPartial
2018-01-07,43,False
2018-01-14,0,False
2018-01-21,43,False
2018-01-28,21,False
2018-02-04,22,False
2018-02-11,22,False
2018-02-18,0,False
2018-02-25,21,False
2018-03-04,22,False
2018-03-11,22,False
2018-03-18,33,False
2018-03-25,23,False
2018-04-01,0,False
2018-04-08,23,False
2018-04-15,0,False
2018-04-22,22,False
2018-04-29,23,False
2018-05-06,0,False
2018-05-13,22,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,23,False
2018-06-10,22,False
2018-06-17,0,False
2018-06-24,23,False
2018-07-01,0,False
2018-07-08,22,False
2018-07-15,23,False
2018-07-22,0,False
2018-07-29,22,False
2018-08-05,0,False
2018-08-12,33,False
2018-08-19,22,False
2018-08-26,22,False
2018-09-02,33,False
2018-09-09,44,False
2018-09-16,22,False
2018-09-23,45,False
2018-09-30,24,False
2018-10-07,23,False
2018-10-14,22,False
2018-10-21,22,False
2018-10-28,21,False
2018-11-04,21,False
2018-11-11,0,False
2018-11-18,31,False
2018-11-25,0,False
2018-12-02,21,False
2018-12-09,22,False
2018-12-16,22,False
2018-12-23,0,False
2018-12-30,21,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,40,False
2019-01-27,20,False
2019-02-03,20,False
2019-02-10,42,False
2019-02-17,21,False
2019-02-24,22,False
2019-03-03,21,False
2019-03-10,20,False
2019-03-17,21,False
2019-03-24,21,False
2019-03-31,0,False
2019-04-07,21,False
2019-04-14,0,False
2019-04-21,33,False
2019-04-28,0,False
2019-05-05,40,False
2019-05-12,21,False
2019-05-19,21,False
2019-05-26,21,False
2019-06-02,21,False
2019-06-09,21,False
2019-06-16,0,False
2019-06-23,64,False
2019-06-30,22,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,23,False
2019-07-28,0,False
2019-08-04,21,False
2019-08-11,41,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,27,False
2019-09-08,21,False
2019-09-15,21,False
2019-09-22,20,False
2019-09-29,21,False
2019-10-06,31,False
2019-10-13,20,False
2019-10-20,100,False
2019-10-27,0,False
2019-11-03,19,False
2019-11-10,19,False
2019-11-17,19,False
2019-11-24,19,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,20,False
2019-12-22,21,False
2019-12-29,20,False
2020-01-05,18,False
2020-01-12,36,False
2020-01-19,0,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,18,False
2020-02-16,19,False
2020-02-23,18,False
2020-03-01,36,False
2020-03-08,0,False
2020-03-15,16,False
2020-03-22,16,False
2020-03-29,0,False
2020-04-05,17,False
2020-04-12,0,False
2020-04-19,16,False
2020-04-26,15,False
2020-05-03,0,False
2020-05-10,16,False
