date,Rohrleitungsbau,isPartial
2018-01-07,31,False
2018-01-14,92,False
2018-01-21,92,False
2018-01-28,31,False
2018-02-04,93,False
2018-02-11,31,False
2018-02-18,47,False
2018-02-25,78,False
2018-03-04,46,False
2018-03-11,31,False
2018-03-18,0,False
2018-03-25,67,False
2018-04-01,52,False
2018-04-08,49,False
2018-04-15,0,False
2018-04-22,66,False
2018-04-29,34,False
2018-05-06,0,False
2018-05-13,32,False
2018-05-20,33,False
2018-05-27,100,False
2018-06-03,49,False
2018-06-10,0,False
2018-06-17,33,False
2018-06-24,46,False
2018-07-01,46,False
2018-07-08,0,False
2018-07-15,68,False
2018-07-22,34,False
2018-07-29,50,False
2018-08-05,33,False
2018-08-12,33,False
2018-08-19,0,False
2018-08-26,32,False
2018-09-02,63,False
2018-09-09,48,False
2018-09-16,48,False
2018-09-23,0,False
2018-09-30,69,False
2018-10-07,33,False
2018-10-14,42,False
2018-10-21,31,False
2018-10-28,61,False
2018-11-04,31,False
2018-11-11,52,False
2018-11-18,31,False
2018-11-25,33,False
2018-12-02,65,False
2018-12-09,49,False
2018-12-16,33,False
2018-12-23,39,False
2018-12-30,0,False
2019-01-06,65,False
2019-01-13,31,False
2019-01-20,76,False
2019-01-27,61,False
2019-02-03,46,False
2019-02-10,0,False
2019-02-17,62,False
2019-02-24,42,False
2019-03-03,46,False
2019-03-10,62,False
2019-03-17,48,False
2019-03-24,94,False
2019-03-31,62,False
2019-04-07,63,False
2019-04-14,34,False
2019-04-21,50,False
2019-04-28,64,False
2019-05-05,45,False
2019-05-12,42,False
2019-05-19,31,False
2019-05-26,32,False
2019-06-02,31,False
2019-06-09,95,False
2019-06-16,32,False
2019-06-23,32,False
2019-06-30,65,False
2019-07-07,65,False
2019-07-14,66,False
2019-07-21,0,False
2019-07-28,34,False
2019-08-04,32,False
2019-08-11,31,False
2019-08-18,41,False
2019-08-25,41,False
2019-09-01,41,False
2019-09-08,31,False
2019-09-15,32,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,31,False
2019-10-13,89,False
2019-10-20,29,False
2019-10-27,87,False
2019-11-03,29,False
2019-11-10,43,False
2019-11-17,39,False
2019-11-24,57,False
2019-12-01,30,False
2019-12-08,29,False
2019-12-15,59,False
2019-12-22,35,False
2019-12-29,0,False
2020-01-05,29,False
2020-01-12,28,False
2020-01-19,28,False
2020-01-26,28,False
2020-02-02,27,False
2020-02-09,27,False
2020-02-16,28,False
2020-02-23,28,False
2020-03-01,41,False
2020-03-08,0,False
2020-03-15,26,False
2020-03-22,39,False
2020-03-29,26,False
2020-04-05,43,False
2020-04-12,45,False
2020-04-19,26,False
2020-04-26,0,False
2020-05-03,26,False
2020-05-10,26,False
