date,Rohrleitungsbau,isPartial
2018-01-07,39,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,39,False
2018-02-04,63,False
2018-02-11,40,False
2018-02-18,40,False
2018-02-25,40,False
2018-03-04,38,False
2018-03-11,0,False
2018-03-18,39,False
2018-03-25,41,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,41,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,40,False
2018-06-03,41,False
2018-06-10,58,False
2018-06-17,40,False
2018-06-24,0,False
2018-07-01,42,False
2018-07-08,0,False
2018-07-15,45,False
2018-07-22,48,False
2018-07-29,48,False
2018-08-05,0,False
2018-08-12,47,False
2018-08-19,43,False
2018-08-26,42,False
2018-09-02,61,False
2018-09-09,0,False
2018-09-16,41,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,57,False
2018-10-14,0,False
2018-10-21,42,False
2018-10-28,42,False
2018-11-04,38,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,40,False
2018-12-02,40,False
2018-12-09,82,False
2018-12-16,43,False
2018-12-23,0,False
2018-12-30,46,False
2019-01-06,76,False
2019-01-13,100,False
2019-01-20,47,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,39,False
2019-02-17,39,False
2019-02-24,0,False
2019-03-03,64,False
2019-03-10,39,False
2019-03-17,40,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,32,False
2019-04-14,90,False
2019-04-21,45,False
2019-04-28,32,False
2019-05-05,39,False
2019-05-12,0,False
2019-05-19,52,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,40,False
2019-06-23,0,False
2019-06-30,41,False
2019-07-07,40,False
2019-07-14,42,False
2019-07-21,0,False
2019-07-28,41,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,59,False
2019-08-25,0,False
2019-09-01,37,False
2019-09-08,0,False
2019-09-15,77,False
2019-09-22,38,False
2019-09-29,0,False
2019-10-06,39,False
2019-10-13,39,False
2019-10-20,38,False
2019-10-27,37,False
2019-11-03,0,False
2019-11-10,37,False
2019-11-17,0,False
2019-11-24,37,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,39,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,34,False
2020-01-12,0,False
2020-01-19,73,False
2020-01-26,36,False
2020-02-02,37,False
2020-02-09,0,False
2020-02-16,37,False
2020-02-23,35,False
2020-03-01,34,False
2020-03-08,31,False
2020-03-15,34,False
2020-03-22,0,False
2020-03-29,34,False
2020-04-05,35,False
2020-04-12,0,False
2020-04-19,35,False
2020-04-26,34,False
2020-05-03,0,False
2020-05-10,34,False
