date,Tailleur,isPartial
2018-01-07,40,False
2018-01-14,40,False
2018-01-21,13,False
2018-01-28,40,False
2018-02-04,39,False
2018-02-11,13,False
2018-02-18,27,False
2018-02-25,27,False
2018-03-04,70,False
2018-03-11,27,False
2018-03-18,14,False
2018-03-25,69,False
2018-04-01,56,False
2018-04-08,40,False
2018-04-15,29,False
2018-04-22,42,False
2018-04-29,88,False
2018-05-06,45,False
2018-05-13,28,False
2018-05-20,0,False
2018-05-27,67,False
2018-06-03,41,False
2018-06-10,13,False
2018-06-17,0,False
2018-06-24,14,False
2018-07-01,0,False
2018-07-08,28,False
2018-07-15,30,False
2018-07-22,0,False
2018-07-29,15,False
2018-08-05,31,False
2018-08-12,0,False
2018-08-19,31,False
2018-08-26,71,False
2018-09-02,58,False
2018-09-09,14,False
2018-09-16,70,False
2018-09-23,43,False
2018-09-30,43,False
2018-10-07,43,False
2018-10-14,43,False
2018-10-21,58,False
2018-10-28,28,False
2018-11-04,41,False
2018-11-11,27,False
2018-11-18,54,False
2018-11-25,68,False
2018-12-02,27,False
2018-12-09,98,False
2018-12-16,43,False
2018-12-23,89,False
2018-12-30,87,False
2019-01-06,41,False
2019-01-13,14,False
2019-01-20,13,False
2019-01-27,52,False
2019-02-03,27,False
2019-02-10,43,False
2019-02-17,43,False
2019-02-24,41,False
2019-03-03,66,False
2019-03-10,82,False
2019-03-17,28,False
2019-03-24,28,False
2019-03-31,0,False
2019-04-07,14,False
2019-04-14,59,False
2019-04-21,27,False
2019-04-28,76,False
2019-05-05,26,False
2019-05-12,54,False
2019-05-19,68,False
2019-05-26,54,False
2019-06-02,90,False
2019-06-09,26,False
2019-06-16,28,False
2019-06-23,40,False
2019-06-30,13,False
2019-07-07,54,False
2019-07-14,29,False
2019-07-21,29,False
2019-07-28,75,False
2019-08-04,45,False
2019-08-11,59,False
2019-08-18,15,False
2019-08-25,27,False
2019-09-01,53,False
2019-09-08,40,False
2019-09-15,13,False
2019-09-22,38,False
2019-09-29,38,False
2019-10-06,12,False
2019-10-13,38,False
2019-10-20,38,False
2019-10-27,48,False
2019-11-03,61,False
2019-11-10,24,False
2019-11-17,37,False
2019-11-24,23,False
2019-12-01,24,False
2019-12-08,48,False
2019-12-15,37,False
2019-12-22,64,False
2019-12-29,100,False
2020-01-05,58,False
2020-01-12,57,False
2020-01-19,12,False
2020-01-26,23,False
2020-02-02,23,False
2020-02-09,0,False
2020-02-16,60,False
2020-02-23,34,False
2020-03-01,22,False
2020-03-08,33,False
2020-03-15,29,False
2020-03-22,37,False
2020-03-29,46,False
2020-04-05,19,False
2020-04-12,69,True
