date,Tailleur,isPartial
2018-01-07,19,False
2018-01-14,27,False
2018-01-21,18,False
2018-01-28,28,False
2018-02-04,18,False
2018-02-11,19,False
2018-02-18,19,False
2018-02-25,19,False
2018-03-04,66,False
2018-03-11,47,False
2018-03-18,38,False
2018-03-25,38,False
2018-04-01,19,False
2018-04-08,30,False
2018-04-15,21,False
2018-04-22,60,False
2018-04-29,21,False
2018-05-06,41,False
2018-05-13,29,False
2018-05-20,20,False
2018-05-27,48,False
2018-06-03,39,False
2018-06-10,19,False
2018-06-17,20,False
2018-06-24,0,False
2018-07-01,39,False
2018-07-08,41,False
2018-07-15,65,False
2018-07-22,22,False
2018-07-29,22,False
2018-08-05,44,False
2018-08-12,0,False
2018-08-19,43,False
2018-08-26,41,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,20,False
2018-09-30,40,False
2018-10-07,41,False
2018-10-14,21,False
2018-10-21,100,False
2018-10-28,29,False
2018-11-04,19,False
2018-11-11,20,False
2018-11-18,29,False
2018-11-25,19,False
2018-12-02,19,False
2018-12-09,39,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,42,False
2019-01-06,57,False
2019-01-13,29,False
2019-01-20,56,False
2019-01-27,73,False
2019-02-03,29,False
2019-02-10,50,False
2019-02-17,0,False
2019-02-24,48,False
2019-03-03,37,False
2019-03-10,48,False
2019-03-17,20,False
2019-03-24,79,False
2019-03-31,39,False
2019-04-07,40,False
2019-04-14,20,False
2019-04-21,38,False
2019-04-28,37,False
2019-05-05,56,False
2019-05-12,40,False
2019-05-19,66,False
2019-05-26,19,False
2019-06-02,18,False
2019-06-09,46,False
2019-06-16,39,False
2019-06-23,0,False
2019-06-30,38,False
2019-07-07,19,False
2019-07-14,20,False
2019-07-21,21,False
2019-07-28,21,False
2019-08-04,22,False
2019-08-11,22,False
2019-08-18,21,False
2019-08-25,58,False
2019-09-01,46,False
2019-09-08,47,False
2019-09-15,65,False
2019-09-22,35,False
2019-09-29,53,False
2019-10-06,53,False
2019-10-13,18,False
2019-10-20,27,False
2019-10-27,52,False
2019-11-03,34,False
2019-11-10,34,False
2019-11-17,52,False
2019-11-24,50,False
2019-12-01,84,False
2019-12-08,34,False
2019-12-15,34,False
2019-12-22,73,False
2019-12-29,36,False
2020-01-05,25,False
2020-01-12,32,False
2020-01-19,25,False
2020-01-26,33,False
2020-02-02,41,False
2020-02-09,24,False
2020-02-16,17,False
2020-02-23,32,False
2020-03-01,47,False
2020-03-08,31,False
2020-03-15,14,False
2020-03-22,48,False
2020-03-29,27,False
2020-04-05,28,False
2020-04-12,0,True
