date,Tailleur,isPartial
2018-01-07,23,False
2018-01-14,33,False
2018-01-21,56,False
2018-01-28,34,False
2018-02-04,0,False
2018-02-11,23,False
2018-02-18,45,False
2018-02-25,22,False
2018-03-04,22,False
2018-03-11,45,False
2018-03-18,92,False
2018-03-25,35,False
2018-04-01,48,False
2018-04-08,49,False
2018-04-15,26,False
2018-04-22,71,False
2018-04-29,35,False
2018-05-06,48,False
2018-05-13,0,False
2018-05-20,24,False
2018-05-27,23,False
2018-06-03,24,False
2018-06-10,35,False
2018-06-17,36,False
2018-06-24,48,False
2018-07-01,23,False
2018-07-08,25,False
2018-07-15,64,False
2018-07-22,52,False
2018-07-29,0,False
2018-08-05,27,False
2018-08-12,53,False
2018-08-19,25,False
2018-08-26,49,False
2018-09-02,74,False
2018-09-09,100,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,49,False
2018-10-07,62,False
2018-10-14,50,False
2018-10-21,0,False
2018-10-28,48,False
2018-11-04,47,False
2018-11-11,22,False
2018-11-18,35,False
2018-11-25,47,False
2018-12-02,0,False
2018-12-09,48,False
2018-12-16,24,False
2018-12-23,50,False
2018-12-30,24,False
2019-01-06,23,False
2019-01-13,23,False
2019-01-20,45,False
2019-01-27,33,False
2019-02-03,35,False
2019-02-10,0,False
2019-02-17,61,False
2019-02-24,35,False
2019-03-03,45,False
2019-03-10,46,False
2019-03-17,0,False
2019-03-24,24,False
2019-03-31,59,False
2019-04-07,0,False
2019-04-14,74,False
2019-04-21,48,False
2019-04-28,34,False
2019-05-05,22,False
2019-05-12,47,False
2019-05-19,70,False
2019-05-26,24,False
2019-06-02,23,False
2019-06-09,22,False
2019-06-16,71,False
2019-06-23,24,False
2019-06-30,23,False
2019-07-07,35,False
2019-07-14,49,False
2019-07-21,25,False
2019-07-28,51,False
2019-08-04,39,False
2019-08-11,24,False
2019-08-18,73,False
2019-08-25,70,False
2019-09-01,23,False
2019-09-08,23,False
2019-09-15,46,False
2019-09-22,33,False
2019-09-29,43,False
2019-10-06,43,False
2019-10-13,44,False
2019-10-20,44,False
2019-10-27,42,False
2019-11-03,21,False
2019-11-10,21,False
2019-11-17,21,False
2019-11-24,21,False
2019-12-01,62,False
2019-12-08,52,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,21,False
2020-01-05,61,False
2020-01-12,39,False
2020-01-19,0,False
2020-01-26,88,False
2020-02-02,40,False
2020-02-09,19,False
2020-02-16,39,False
2020-02-23,29,False
2020-03-01,48,False
2020-03-08,38,False
2020-03-15,0,False
2020-03-22,32,False
2020-03-29,65,False
2020-04-05,33,False
2020-04-12,78,True
