date,Tailleur,isPartial
2018-01-07,66,False
2018-01-14,32,False
2018-01-21,43,False
2018-01-28,55,False
2018-02-04,22,False
2018-02-11,55,False
2018-02-18,66,False
2018-02-25,22,False
2018-03-04,22,False
2018-03-11,89,False
2018-03-18,88,False
2018-03-25,22,False
2018-04-01,22,False
2018-04-08,32,False
2018-04-15,23,False
2018-04-22,43,False
2018-04-29,67,False
2018-05-06,0,False
2018-05-13,68,False
2018-05-20,68,False
2018-05-27,55,False
2018-06-03,32,False
2018-06-10,21,False
2018-06-17,45,False
2018-06-24,22,False
2018-07-01,53,False
2018-07-08,22,False
2018-07-15,69,False
2018-07-22,0,False
2018-07-29,22,False
2018-08-05,0,False
2018-08-12,22,False
2018-08-19,44,False
2018-08-26,33,False
2018-09-02,33,False
2018-09-09,45,False
2018-09-16,43,False
2018-09-23,0,False
2018-09-30,44,False
2018-10-07,56,False
2018-10-14,46,False
2018-10-21,23,False
2018-10-28,54,False
2018-11-04,22,False
2018-11-11,45,False
2018-11-18,66,False
2018-11-25,43,False
2018-12-02,44,False
2018-12-09,45,False
2018-12-16,0,False
2018-12-23,36,False
2018-12-30,46,False
2019-01-06,22,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,21,False
2019-02-03,65,False
2019-02-10,23,False
2019-02-17,58,False
2019-02-24,66,False
2019-03-03,21,False
2019-03-10,44,False
2019-03-17,23,False
2019-03-24,46,False
2019-03-31,0,False
2019-04-07,58,False
2019-04-14,46,False
2019-04-21,63,False
2019-04-28,52,False
2019-05-05,42,False
2019-05-12,56,False
2019-05-19,22,False
2019-05-26,21,False
2019-06-02,59,False
2019-06-09,41,False
2019-06-16,32,False
2019-06-23,21,False
2019-06-30,32,False
2019-07-07,21,False
2019-07-14,42,False
2019-07-21,21,False
2019-07-28,0,False
2019-08-04,21,False
2019-08-11,20,False
2019-08-18,42,False
2019-08-25,62,False
2019-09-01,31,False
2019-09-08,62,False
2019-09-15,31,False
2019-09-22,30,False
2019-09-29,20,False
2019-10-06,30,False
2019-10-13,100,False
2019-10-20,40,False
2019-10-27,28,False
2019-11-03,29,False
2019-11-10,39,False
2019-11-17,79,False
2019-11-24,38,False
2019-12-01,29,False
2019-12-08,19,False
2019-12-15,100,False
2019-12-22,61,False
2019-12-29,20,False
2020-01-05,67,False
2020-01-12,55,False
2020-01-19,40,False
2020-01-26,19,False
2020-02-02,29,False
2020-02-09,19,False
2020-02-16,38,False
2020-02-23,56,False
2020-03-01,37,False
2020-03-08,35,False
2020-03-15,32,False
2020-03-22,46,False
2020-03-29,53,False
2020-04-05,16,False
2020-04-12,76,True
