date,Musica Anni 80,isPartial
2018-01-07,100,False
2018-01-14,14,False
2018-01-21,33,False
2018-01-28,40,False
2018-02-04,26,False
2018-02-11,14,False
2018-02-18,48,False
2018-02-25,27,False
2018-03-04,0,False
2018-03-11,49,False
2018-03-18,57,False
2018-03-25,14,False
2018-04-01,30,False
2018-04-08,28,False
2018-04-15,45,False
2018-04-22,30,False
2018-04-29,29,False
2018-05-06,28,False
2018-05-13,21,False
2018-05-20,14,False
2018-05-27,43,False
2018-06-03,21,False
2018-06-10,14,False
2018-06-17,45,False
2018-06-24,32,False
2018-07-01,23,False
2018-07-08,46,False
2018-07-15,56,False
2018-07-22,0,False
2018-07-29,25,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,39,False
2018-08-26,25,False
2018-09-02,16,False
2018-09-09,69,False
2018-09-16,23,False
2018-09-23,31,False
2018-09-30,0,False
2018-10-07,31,False
2018-10-14,31,False
2018-10-21,22,False
2018-10-28,22,False
2018-11-04,28,False
2018-11-11,43,False
2018-11-18,55,False
2018-11-25,42,False
2018-12-02,22,False
2018-12-09,43,False
2018-12-16,30,False
2018-12-23,34,False
2018-12-30,16,False
2019-01-06,42,False
2019-01-13,62,False
2019-01-20,26,False
2019-01-27,32,False
2019-02-03,46,False
2019-02-10,20,False
2019-02-17,27,False
2019-02-24,41,False
2019-03-03,21,False
2019-03-10,41,False
2019-03-17,28,False
2019-03-24,27,False
2019-03-31,20,False
2019-04-07,53,False
2019-04-14,70,False
2019-04-21,15,False
2019-04-28,28,False
2019-05-05,41,False
2019-05-12,61,False
2019-05-19,40,False
2019-05-26,26,False
2019-06-02,27,False
2019-06-09,46,False
2019-06-16,61,False
2019-06-23,14,False
2019-06-30,28,False
2019-07-07,42,False
2019-07-14,42,False
2019-07-21,37,False
2019-07-28,23,False
2019-08-04,32,False
2019-08-11,62,False
2019-08-18,64,False
2019-08-25,42,False
2019-09-01,19,False
2019-09-08,34,False
2019-09-15,44,False
2019-09-22,20,False
2019-09-29,59,False
2019-10-06,20,False
2019-10-13,32,False
2019-10-20,49,False
2019-10-27,25,False
2019-11-03,50,False
2019-11-10,50,False
2019-11-17,43,False
2019-11-24,66,False
2019-12-01,25,False
2019-12-08,51,False
2019-12-15,32,False
2019-12-22,36,False
2019-12-29,49,False
2020-01-05,24,False
2020-01-12,34,False
2020-01-19,53,False
2020-01-26,40,False
2020-02-02,45,False
2020-02-09,35,False
2020-02-16,35,False
2020-02-23,49,False
2020-03-01,38,False
2020-03-08,36,False
2020-03-15,37,False
2020-03-22,54,False
2020-03-29,41,False
2020-04-05,64,False
2020-04-12,54,False
2020-04-19,67,False
2020-04-26,52,True
