date,Musica Anni 80,isPartial
2018-01-07,0,False
2018-01-14,31,False
2018-01-21,62,False
2018-01-28,0,False
2018-02-04,29,False
2018-02-11,0,False
2018-02-18,29,False
2018-02-25,28,False
2018-03-04,29,False
2018-03-11,0,False
2018-03-18,29,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,30,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,30,False
2018-05-06,0,False
2018-05-13,29,False
2018-05-20,0,False
2018-05-27,93,False
2018-06-03,30,False
2018-06-10,0,False
2018-06-17,31,False
2018-06-24,0,False
2018-07-01,31,False
2018-07-08,61,False
2018-07-15,31,False
2018-07-22,31,False
2018-07-29,31,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,30,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,30,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,60,False
2018-10-07,30,False
2018-10-14,31,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,31,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,35,False
2018-12-30,32,False
2019-01-06,30,False
2019-01-13,29,False
2019-01-20,0,False
2019-01-27,28,False
2019-02-03,29,False
2019-02-10,0,False
2019-02-17,30,False
2019-02-24,30,False
2019-03-03,0,False
2019-03-10,89,False
2019-03-17,30,False
2019-03-24,30,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,30,False
2019-04-21,59,False
2019-04-28,28,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,28,False
2019-05-26,26,False
2019-06-02,0,False
2019-06-09,30,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,31,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,64,False
2019-07-28,32,False
2019-08-04,0,False
2019-08-11,32,False
2019-08-18,28,False
2019-08-25,28,False
2019-09-01,0,False
2019-09-08,29,False
2019-09-15,27,False
2019-09-22,0,False
2019-09-29,27,False
2019-10-06,28,False
2019-10-13,0,False
2019-10-20,27,False
2019-10-27,52,False
2019-11-03,26,False
2019-11-10,27,False
2019-11-17,27,False
2019-11-24,40,False
2019-12-01,27,False
2019-12-08,28,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,100,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,23,False
2020-03-08,22,False
2020-03-15,44,False
2020-03-22,0,False
2020-03-29,31,False
2020-04-05,33,False
2020-04-12,45,False
2020-04-19,42,False
2020-04-26,73,True
