date,Musica Anni 80,isPartial
2018-01-07,37,False
2018-01-14,24,False
2018-01-21,25,False
2018-01-28,24,False
2018-02-04,0,False
2018-02-11,23,False
2018-02-18,23,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,24,False
2018-03-25,25,False
2018-04-01,27,False
2018-04-08,98,False
2018-04-15,25,False
2018-04-22,0,False
2018-04-29,26,False
2018-05-06,25,False
2018-05-13,0,False
2018-05-20,100,False
2018-05-27,52,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,47,False
2018-06-24,72,False
2018-07-01,25,False
2018-07-08,23,False
2018-07-15,24,False
2018-07-22,22,False
2018-07-29,43,False
2018-08-05,21,False
2018-08-12,34,False
2018-08-19,51,False
2018-08-26,41,False
2018-09-02,24,False
2018-09-09,26,False
2018-09-16,26,False
2018-09-23,50,False
2018-09-30,24,False
2018-10-07,26,False
2018-10-14,63,False
2018-10-21,50,False
2018-10-28,25,False
2018-11-04,0,False
2018-11-11,26,False
2018-11-18,51,False
2018-11-25,25,False
2018-12-02,0,False
2018-12-09,26,False
2018-12-16,27,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,25,False
2019-01-13,100,False
2019-01-20,47,False
2019-01-27,0,False
2019-02-03,48,False
2019-02-10,24,False
2019-02-17,0,False
2019-02-24,24,False
2019-03-03,26,False
2019-03-10,25,False
2019-03-17,26,False
2019-03-24,50,False
2019-03-31,25,False
2019-04-07,50,False
2019-04-14,27,False
2019-04-21,0,False
2019-04-28,50,False
2019-05-05,25,False
2019-05-12,25,False
2019-05-19,25,False
2019-05-26,35,False
2019-06-02,38,False
2019-06-09,53,False
2019-06-16,64,False
2019-06-23,25,False
2019-06-30,52,False
2019-07-07,0,False
2019-07-14,24,False
2019-07-21,48,False
2019-07-28,46,False
2019-08-04,31,False
2019-08-11,21,False
2019-08-18,40,False
2019-08-25,40,False
2019-09-01,22,False
2019-09-08,26,False
2019-09-15,25,False
2019-09-22,38,False
2019-09-29,38,False
2019-10-06,25,False
2019-10-13,40,False
2019-10-20,0,False
2019-10-27,26,False
2019-11-03,49,False
2019-11-10,0,False
2019-11-17,26,False
2019-11-24,24,False
2019-12-01,26,False
2019-12-08,0,False
2019-12-15,26,False
2019-12-22,26,False
2019-12-29,25,False
2020-01-05,0,False
2020-01-12,23,False
2020-01-19,24,False
2020-01-26,34,False
2020-02-02,23,False
2020-02-09,0,False
2020-02-16,23,False
2020-02-23,0,False
2020-03-01,32,False
2020-03-08,20,False
2020-03-15,19,False
2020-03-22,17,False
2020-03-29,0,False
2020-04-05,39,False
2020-04-12,40,False
2020-04-19,36,False
2020-04-26,33,True
