date,Musica Anni 80,isPartial
2018-01-07,55,False
2018-01-14,42,False
2018-01-21,63,False
2018-01-28,40,False
2018-02-04,48,False
2018-02-11,70,False
2018-02-18,43,False
2018-02-25,49,False
2018-03-04,72,False
2018-03-11,35,False
2018-03-18,59,False
2018-03-25,37,False
2018-04-01,31,False
2018-04-08,45,False
2018-04-15,54,False
2018-04-22,32,False
2018-04-29,30,False
2018-05-06,45,False
2018-05-13,22,False
2018-05-20,29,False
2018-05-27,30,False
2018-06-03,52,False
2018-06-10,43,False
2018-06-17,52,False
2018-06-24,30,False
2018-07-01,36,False
2018-07-08,29,False
2018-07-15,67,False
2018-07-22,45,False
2018-07-29,37,False
2018-08-05,76,False
2018-08-12,92,False
2018-08-19,38,False
2018-08-26,57,False
2018-09-02,43,False
2018-09-09,51,False
2018-09-16,36,False
2018-09-23,45,False
2018-09-30,29,False
2018-10-07,15,False
2018-10-14,61,False
2018-10-21,30,False
2018-10-28,56,False
2018-11-04,72,False
2018-11-11,68,False
2018-11-18,66,False
2018-11-25,52,False
2018-12-02,23,False
2018-12-09,78,False
2018-12-16,56,False
2018-12-23,53,False
2018-12-30,95,False
2019-01-06,43,False
2019-01-13,50,False
2019-01-20,27,False
2019-01-27,34,False
2019-02-03,61,False
2019-02-10,55,False
2019-02-17,14,False
2019-02-24,90,False
2019-03-03,50,False
2019-03-10,42,False
2019-03-17,43,False
2019-03-24,44,False
2019-03-31,49,False
2019-04-07,42,False
2019-04-14,14,False
2019-04-21,29,False
2019-04-28,62,False
2019-05-05,33,False
2019-05-12,27,False
2019-05-19,46,False
2019-05-26,45,False
2019-06-02,63,False
2019-06-09,99,False
2019-06-16,28,False
2019-06-23,36,False
2019-06-30,42,False
2019-07-07,86,False
2019-07-14,53,False
2019-07-21,29,False
2019-07-28,37,False
2019-08-04,100,False
2019-08-11,58,False
2019-08-18,30,False
2019-08-25,34,False
2019-09-01,59,False
2019-09-08,0,False
2019-09-15,70,False
2019-09-22,34,False
2019-09-29,47,False
2019-10-06,27,False
2019-10-13,54,False
2019-10-20,46,False
2019-10-27,46,False
2019-11-03,32,False
2019-11-10,51,False
2019-11-17,39,False
2019-11-24,39,False
2019-12-01,27,False
2019-12-08,27,False
2019-12-15,27,False
2019-12-22,39,False
2019-12-29,37,False
2020-01-05,58,False
2020-01-12,67,False
2020-01-19,50,False
2020-01-26,37,False
2020-02-02,37,False
2020-02-09,69,False
2020-02-16,19,False
2020-02-23,60,False
2020-03-01,40,False
2020-03-08,34,False
2020-03-15,79,False
2020-03-22,37,False
2020-03-29,60,False
2020-04-05,69,False
2020-04-12,57,False
2020-04-19,88,False
2020-04-26,66,True
